Place	Player	Country	Score	To par
T1	Vicente Fernández	Argentina	70	E
T1	Nick Job	England	70	E
T3	Isao Aoki	Japan	71	+1
T3	David Graham	Australia	71	+1
T3	Tony Jacklin	England	71	+1
T3	Johnny Miller	United States	71	+1
T3	Simon Owen	New Zealand	71	+1
T3	Hal Sutton (a)	United States	71	+1
T9	Howard Clark	England	72	+2
T9	Ben Crenshaw	United States	72	+2
T9	David Jagger	England	72	+2
T9	Mark James	England	72	+2
T9	Greg Norman	Australia	72	+2
T9	Arnold Palmer	United States	72	+2
T9	Bill Rogers	United States	72	+2
T9	Sam Torrance	Scotland	72	+2
