Game	Date	Opponent	Score	Location/Attendance	Record
1	November 3	vs Indiana Pacers	L 106-111	The Omni	0-1
Game	Date	Opponent	Score	Location/Attendance	Record
2	November 4	vs Orlando Magic	W 124-91	The Omni	1-1
3	November 6	at Utah Jazz	L 96-105	Delta Center	1-2
4	November 8	at Los Angeles Clippers	W 100-92	Los Angeles Memorial Sports Arena	2-2
5	November 9	at Golden State Warriors	W 125-121	Oakland Coliseum Arena	3-2
6	November 11	at Dallas Mavericks	W 113-100	Reunion Arena	4-2
7	November 14	vs Charlotte Hornets	W 111-104	The Omni	5-2
8	November 17	vs Miami Heat	L 88-91	The Omni	5-3
9	November 19	at Sacramento Kings	W 108-94	ARCO Arena	6-3
10	November 21	at Denver Nuggets	L 99-107	McNichols Sports Arena	6-4
11	November 22	at Phoenix Suns	L 112-117	America West Arena	6-5
12	November 25	vs Toronto Raptors	W 114-102	The Omni	7-5
13	November 28	at New York Knicks	W 102-97 (OT)	Madison Square Garden	8-5
14	November 29	vs Philadelphia 76ers	W 106-81	The Omni	9-5
