Place	Player	Country	Score	To par
T1	Billy Ray Brown	United States	69-71-69=209	–7
T1	Mike Donald	United States	67-70-72=209	–7
T3	Mark Brooks	United States	68-70-72=210	–6
T3	Larry Nelson	United States	74-67-69=210	–6
T3	Tim Simpson	United States	66-69-75=210	–6
T3	Jeff Sluman	United States	66-70-74=210	–6
T7	Larry Mize	United States	72-70-69=211	–5
T7	José María Olazábal	Spain	73-69-69=211	–5
T7	Craig Parry	Australia	72-71-68=211	–5
T7	Mike Reid	United States	70-73-68=211	–5
T7	Curtis Strange	United States	73-70-68=211	–5
T7	Fuzzy Zoeller	United States	73-70-68=211	–5
