Name	Pole Position	Fastest Lap	Winning driver	Winning team	Report
Kraco Dixie 200	Rick Mears	26.730	Gordon Johncock	Patrick Racing	Report
Indianapolis 500	Teo Fabi	2:53.582	Tom Sneva	Bignotti-Cotter Racing	Report
Dana-Rex Mays 150	Teo Fabi	26.259	Tom Sneva	Bignotti-Cotter Racing	Report
Budweiser Cleveland 500	Mario Andretti	1:13.516	Al Unser	Penske Racing	Report
Michigan 500	Teo Fabi	35.621	John Paul, Jr.	VDS Racing	Report
Promi Veal 200	Mario Andretti	1:58.898	Mario Andretti	Newman/Haas Racing	Report
Domino's Pizza 500	Tom Sneva	46.912	Teo Fabi	Forsythe Racing	Report
LA Times/Budweiser 500	Teo Fabi	1:30.887	Bobby Rahal	Truesports	Report
Escort Radar Warning 200	Bobby Rahal	1:21.364	Teo Fabi	Forsythe Racing	Report
Detroit News Grand Prix	Bobby Rahal	35.075	Rick Mears	Penske Racing	Report
Caesars Palace Grand Prix	John Paul, Jr.	34.888	Mario Andretti	Newman/Haas Racing	Report
Cribari Wines 300k	Teo Fabi	56.920	Teo Fabi	Forsythe Racing	Report
Miller High Life 150	Teo Fabi	24.947	Teo Fabi	Forsythe Racing	Report
