Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
73	April 1	Orlando	L 101–104 (OT)	Vince Carter (28)	Charles Oakley (9)	Vince Carter (11)	Air Canada Centre 19,971	40–33
74	April 3	Philadelphia	W 100–85 (OT)	Vince Carter (26)	Eric Montross (11)	Alvin Williams (13)	Air Canada Centre 19,800	41–33
75	April 4	@ Cleveland	W 97–94 (OT)	Vince Carter (32)	Charles Oakley (12)	Alvin Williams (10)	Gund Arena 15,414	42–33
76	April 6	@ Orlando	W 108–100 (OT)	Antonio Davis (31)	Antonio Davis (13)	Vince Carter (8)	TD Waterhouse Centre 17,248	43–33
77	April 8	Chicago	W 100–88 (OT)	Vince Carter (33)	Antonio Davis (14)	Vince Carter , Alvin Williams (6)	Air Canada Centre 19,800	44–33
78	April 11	@ Detroit	L 87–99 (OT)	Vince Carter (22)	Antonio Davis (13)	Alvin Williams (11)	The Palace of Auburn Hills 18,790	44–34
79	April 13	Miami	W 94–82 (OT)	Vince Carter (27)	Antonio Davis (13)	Vince Carter (8)	Air Canada Centre 20,104	45–34
80	April 14	@ Milwaukee	L 86–112 (OT)	Keon Clark (18)	Antonio Davis (8)	Alvin Williams (11)	Bradley Center 18,717	45–35
81	April 17	Detroit	W 94–92 (OT)	Vince Carter (21)	Antonio Davis , Charles Oakley (11)	Alvin Williams (12)	Air Canada Centre 19,800	46–35
82	April 18	@ Washington	W 98–92 (OT)	Vince Carter (34)	Charles Oakley (11)	Alvin Williams (11)	MCI Center 16,427	47–35
