Date	Opponent	Score	Loss	Attendance	Record
May 1	@ Rangers	4 - 3	Malaska (1-1)	44,598	15-7
May 1	@ Rangers	8 - 5	Martínez (3-2)	44,598	15-8
May 2	@ Rangers	4 - 1	Wakefield (2-1)	31,538	15-9
May 3	@ Indians	4 - 3	Schilling (3-2)	16,285	15-10
May 4	@ Indians	7 - 6	Lowe (3-2)	16,070	15-11
May 5	@ Indians	9 - 5	D'Amico (1-2)	17,370	16-11
May 6	@ Indians	5 - 2	Sabathia (1-1)	26,825	17-11
May 7	Royals	7 - 6	MacDougal (0-1)	35,280	18-11
May 8	Royals	9 - 1	Gobble (1-1)	34,929	19-11
May 9	Royals	8 - 4	Lowe (3-3)	34,589	19-12
May 10	Indians	10 - 6	Kim (1-1)	35,257	19-13
May 11	Indians	5 - 3	Jiménez (0-2)	35,401	20-13
May 12	Indians	6 - 4	Wakefield (2-2)	35,371	20-14
May 13	@ Blue Jays	12 - 6	Schilling (4-3)	20,876	20-15
May 14	@ Blue Jays	9 - 3 (10)	Ligtenberg (1-1)	20,948	21-15
May 15	@ Blue Jays	4 - 0	Hentgen (2-3)	36,841	22-15
May 16	@ Blue Jays	3 - 1	Martínez (4-3)	31,618	22-16
May 18	@ Devil Rays	7 - 3	Hendrickson (2-4)	12,836	23-16
May 19	@ Devil Rays	4 - 1	Bell (0-1)	13,960	24-16
May 20	@ Devil Rays	9 - 6	Lowe (3-4)	12,401	24-17
May 21	Blue Jays	11 - 5	Nakamura (0-3)	35,287	25-17
May 22	Blue Jays	5 - 2	Ligtenberg (1-2)	35,196	26-17
May 23	Blue Jays	7 - 2	Batista (2-4)	35,239	27-17
May 25	Athletics	12 - 2	Hudson (5-2)	35,236	28-17
May 26	Athletics	9 - 6	Redman (3-3)	34,931	29-17
May 27	Athletics	15 - 2	Arroyo (2-2)	35,438	29-18
May 28	Mariners	8 - 4	Piñeiro (1-6)	35,134	30-18
May 29	Mariners	5 - 4	Wakefield (4-3)	35,250	30-19
May 30	Mariners	9 - 7 (12)	Putz (0-2)	35,046	31-19
May 31	Orioles	13 - 4	Lowe (4-5)	35,465	31-20
