Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 1	@ Chicago	W 107–78 (OT)	Jameer Nelson (24)	Dwight Howard (12)	Jameer Nelson (9)	United Center 21,435	14–4
19	December 3	@ Detroit	W 104–91 (OT)	Brandon Bass (27)	Marcin Gortat (11)	Vince Carter (9)	The Palace of Auburn Hills 18,433	15–4
20	December 4	@ Milwaukee	L 85–96 (OT)	Vince Carter (20)	Marcin Gortat (10)	Vince Carter (6)	Bradley Center 16,218	15–5
21	December 6	Atlanta	L 74–80 (OT)	Vince Carter (18)	Dwight Howard (13)	Vince Carter (3)	Amway Center 18,846	15–6
22	December 9	@ Portland	L 83–97 (OT)	Dwight Howard (39)	Dwight Howard (15)	Jameer Nelson (5)	Rose Garden 20,219	15–7
23	December 10	@ Utah	L 105–117 (OT)	Jameer Nelson (19)	Dwight Howard (12)	Jameer Nelson (10)	EnergySolutions Arena 18,765	15–8
24	December 12	@ L.A. Clippers	W 94–85 (OT)	Dwight Howard (22)	Brandon Bass (11)	Jameer Nelson (9)	Staples Center 18,278	16–8
25	December 14	@ Denver	L 94–111 (OT)	J. J. Redick (29)	Dwight Howard (14)	Jameer Nelson (8)	Pepsi Center 16,427	16–9
26	December 18	Philadelphia	L 89–97 (OT)	Dwight Howard (26)	Dwight Howard (20)	Jameer Nelson (9)	Amway Center 18,846	16–10
28	December 21	Dallas	L 99–105 (OT)	Dwight Howard (26)	Dwight Howard (23)	Hedo Türkoğlu (8)	Amway Center 19,057	16–12
29	December 23	San Antonio	W 123–101 (OT)	Dwight Howard (29)	Dwight Howard (14)	Gilbert Arenas (9)	Amway Center 18,916	17–12
30	December 25	Boston	W 86–78 (OT)	Brandon Bass (21)	Dwight Howard (11)	Hedo Türkoğlu (4)	Amway Center 19,013	18–12
31	December 27	@ New Jersey	W 104–88 (OT)	Hedo Türkoğlu (20)	Dwight Howard (13)	Jameer Nelson (7)	Prudential Center 11,514	19–12
32	December 28	@ Cleveland	W 110–95 (OT)	Gilbert Arenas (22)	Gilbert Arenas , Dwight Howard , Hedo Türkoğlu (6)	Gilbert Arenas (11)	Quicken Loans Arena 20,562	20–12
