Date	Opponent	Score	Loss	Attendance	Record
September 1	@ Braves	4 - 1	McMurtry (8-14)	28,821	81-54
September 2	@ Braves	4 - 2	Mahler (9-9)	26,106	82-54
September 3	@ Phillies	4 - 3	Martin (1-2)	28,162	83-54
September 4	@ Phillies	7 - 2	Carlton (11-7)	25,054	84-54
September 5	@ Expos	3 - 1	Trout (12-6)	12,623	84-55
September 6	@ Expos	4 - 1	Lea (15-10)	13,089	85-55
September 7	@ Mets	10 - 0	Ruthven (5-10)	46,301	85-56
September 8	@ Mets	6 - 0	Terrell (10-11)	42,810	86-56
September 9	@ Mets	5 - 1	Frazier (5-3)	34,956	86-57
September 10	Phillies	3 - 2	Koosman (14-12)	26,083	87-57
September 11	Phillies	6 - 3	Smith (9-6)	28,964	87-58
September 12	Expos	11 - 5	Smith (11-12)	20,976	88-58
September 14	Mets	7 - 1	Darling (12-7)	32,403	89-58
September 15	Mets	5 - 4	Fernandez (4-6)	38,653	90-58
September 16	Mets	9 - 3	Trout (12-7)	38,936	90-59
September 18	Pirates	6 - 2	Eckersley (8-8)	30,721	90-60
September 19	Pirates	11 - 6	Stoddard (10-6)	31,585	90-61
September 20	Pirates	7 - 6	Smith (9-7)	33,651	90-62
September 21	@ Cardinals	8 - 0	Sanderson (8-5)	36,847	90-63
September 23	@ Cardinals	8 - 1	Ownbey (0-3)	0	91-63
September 23	@ Cardinals	4 - 2	Andujar (19-14)	46,083	92-63
September 24	@ Pirates	4 - 1	McWilliams (11-11	5,472	93-63
September 25	@ Pirates	7 - 1	Patterson (0-1)	4,068	93-64
September 26	@ Pirates	5 - 2	Tunnell (1-7)	3,365	94-64
September 28	Cardinals	4 - 1	Bordi (5-2)	31,021	94-65
September 29	Cardinals	9 - 5	Cox (9-11)	33,954	95-65
September 30	Cardinals	2 - 1	Sutter (5-7)	33,100	96-65
