Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 3	@ L.A. Clippers	L 92–107 (OT)	Jeff Green (19)	Jeff Green , Nenad Krstić (9)	Russell Westbrook (6)	Staples Center 18,414	2–2
5	November 4	@ Portland	W 107–106 (OT)	Kevin Durant , Russell Westbrook (28)	Kevin Durant , Russell Westbrook (11)	Russell Westbrook (5)	Rose Garden 20,611	3–2
6	November 7	Boston	L 83–92 (OT)	Kevin Durant (34)	Serge Ibaka (11)	Russell Westbrook (10)	Oklahoma City Arena 18,203	3–3
7	November 10	Philadelphia	W 109–103 (OT)	Kevin Durant , Russell Westbrook (31)	Kevin Durant , Serge Ibaka (7)	Russell Westbrook (12)	Oklahoma City Arena 18,203	4–3
8	November 12	Portland	W 110–108 (OT)	Russell Westbrook (36)	Serge Ibaka , Russell Westbrook (7)	Russell Westbrook (7)	Oklahoma City Arena 18,203	5–3
9	November 14	San Antonio	L 104–117 (OT)	Kevin Durant (23)	Kevin Durant (7)	Russell Westbrook (8)	Oklahoma City Arena 18,203	5–4
10	November 15	@ Utah	W 115–108 (OT)	Kevin Durant (30)	Serge Ibaka (11)	Russell Westbrook (7)	EnergySolutions Arena 19,911	6–4
11	November 17	Houston	W 116–99 (OT)	Kevin Durant (24)	Serge Ibaka (8)	Russell Westbrook (12)	Oklahoma City Arena 17,509	7–4
12	November 19	@ Boston	W 89–84 (OT)	Russell Westbrook (31)	Serge Ibaka , Thabo Sefolosha (7)	Russell Westbrook (6)	TD Garden 18,624	8–4
13	November 20	@ Milwaukee	W 82–81 (OT)	James Harden (23)	James Harden (9)	Russell Westbrook (6)	Bradley Center 16,975	9–4
14	November 22	Minnesota	W 117–107 (OT)	Kevin Durant (28)	Thabo Sefolosha (11)	Russell Westbrook (14)	Oklahoma City Arena 17,653	10–4
15	November 24	Dallas	L 103–111 (OT)	Kevin Durant (32)	Kevin Durant (11)	Russell Westbrook (10)	Oklahoma City Arena 18,203	10–5
16	November 26	@ Indiana	W 110–106 (OT)	Russell Westbrook (43)	Jeff Green (14)	Russell Westbrook (8)	Conseco Fieldhouse 17,155	11–5
17	November 28	@ Houston	L 98–99 (OT)	Russell Westbrook (23)	Serge Ibaka (8)	Russell Westbrook (10)	Toyota Center 15,316	11–6
