Station Name	Opening Year	Municipality	Park and Ride Lot	Free Fare Zone
Station Name	Opening Year	Municipality	Park and Ride Lot	Free Fare Zone
Northwestern end of line	Northwestern end of line	Northwestern end of line	Northwestern end of line	Northwestern end of line
Airport	2013	Salt Lake City	No	No
1940 W North Temple	2013	Salt Lake City	No	No
Power	2013	Salt Lake City	No	No
Fairpark	2013	Salt Lake City	Coming	No
Jackson/Euclid	2013	Salt Lake City	No	No
North Temple Bridge/Guadalupe	2013	Salt Lake City	Soon	No
Arena	1999	Salt Lake City	No	Yes
Temple Square	1999	Salt Lake City	No	Yes
City Center	1999	Salt Lake City	No	Yes
Gallivan Plaza	1999	Salt Lake City	No	Yes
Courthouse	1999	Salt Lake City	No	Yes
900 South	2005	Salt Lake City	No	No
Ballpark	1999	Salt Lake City	Yes	No
Central Pointe	1999	South Salt Lake	Yes	No
River Trail	2011	West Valley City	No	No
Redwood Junction	2011	West Valley City	No	No
Decker Lake	2011	West Valley City	Yes	No
West Valley Central	2011	West Valley City	Yes	No
Southwestern end of the line	Southwestern end of the line	Southwestern end of the line	Southwestern end of the line	Southwestern end of the line
