Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 2	Cleveland	W 101–73 (OT)	Dwyane Wade (24)	James Posey (10)	Jason Williams (8)	American Airlines Arena	29-18
48	February 4	@ New Jersey	L 92–105 (OT)	Dwyane Wade (31)	James Posey , Shaquille O'Neal (7)	Jason Williams (7)	Continental Airlines Arena	29-19
49	February 6	Boston	W 114–98 (OT)	Dwyane Wade (34)	Dwyane Wade (8)	Dwyane Wade (8)	American Airlines Arena	30-19
50	February 9	@ Dallas	L 76–112 (OT)	Shaquille O'Neal (23)	Shaquille O'Neal (8)	Dwyane Wade (8)	American Airlines Center	30-20
51	February 12	Detroit	W 100–98 (OT)	Dwyane Wade (37)	Dwyane Wade , Shaquille O'Neal (8)	Jason Williams (5)	American Airlines Arena	31-20
52	February 14	Orlando	W 107–93 (OT)	Dwyane Wade (38)	Udonis Haslem (14)	Jason Williams (4)	American Airlines Arena	32-20
53	February 15	@ Orlando	W 110–100 (OT)	Dwyane Wade (36)	Udonis Haslem (12)	Dwyane Wade (9)	TD Waterhouse Centre	33-20
54	February 22	@ New York	W 103–83 (OT)	Jason Williams , Dwyane Wade (24)	Udonis Haslem (8)	Jason Williams , Dwyane Wade (5)	Madison Square Garden	34-20
55	February 25	Seattle	W 115–106 (OT)	Shaquille O'Neal (31)	Antoine Walker , Shaquille O'Neal (9)	Dwyane Wade (11)	American Airlines Arena	35-20
56	February 27	Toronto	W 101–94 (OT)	Dwyane Wade (32)	Shaquille O'Neal (11)	Dwyane Wade (6)	American Airlines Arena	36-20
