Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
73	April 1	Detroit	L 85–92 (OT)	Voshon Lenard (21)	Michael Bradley , Jelani McCoy (14)	Alvin Williams (6)	Air Canada Centre 18,237	23–50
74	April 2	@ Detroit	W 89–78 (OT)	Vince Carter (18)	Jerome Williams (16)	Alvin Williams (6)	The Palace of Auburn Hills 22,076	24–50
75	April 4	San Antonio	L 98–124 (OT)	Vince Carter (17)	Michael Bradley (8)	Rafer Alston , Vince Carter , Morris Peterson (3)	Air Canada Centre 18,376	24–51
76	April 6	New Jersey	L 87–96 (OT)	Vince Carter (28)	Jelani McCoy (9)	Alvin Williams (8)	Air Canada Centre 19,319	24–52
77	April 8	@ Miami	L 83–89 (OT)	Alvin Williams (16)	Michael Bradley (8)	Morris Peterson (5)	American Airlines Arena 14,365	24–53
78	April 9	@ Orlando	L 82–88 (OT)	Alvin Williams (15)	Jerome Williams (10)	Rafer Alston (7)	TD Waterhouse Centre 14,581	24–54
79	April 11	Milwaukee	L 103–105 (OT)	Rafer Alston , Jerome Williams (20)	Jerome Williams (13)	Rafer Alston (8)	Air Canada Centre 17,762	24–55
80	April 12	@ New Jersey	L 86–94 (OT)	Morris Peterson (22)	Mamadou N'Diaye , Morris Peterson (8)	Rafer Alston (7)	Continental Airlines Arena 5,306	24–56
81	April 15	Miami	L 99–103 (OT)	Morris Peterson (33)	Jerome Williams (17)	Rafer Alston (8)	Air Canada Centre 17,666	24–57
82	April 16	@ Cleveland	L 86–96 (OT)	Rafer Alston (23)	Michael Bradley (10)	Rafer Alston (8)	Gund Arena 20,251	24–58
