Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 4	Indiana	W 96–87 (OT)	Carlos Boozer (35)	Carlos Boozer (13)	Deron Williams (12)	EnergySolutions Arena 19,347	11-7
19	December 5	@ Minnesota	L 101–108 (OT)	Carlos Boozer (21)	Carlos Boozer (13)	Deron Williams (11)	Target Center 18,466	11-8
20	December 7	San Antonio	W 104–101 (OT)	Carlos Boozer (27)	Ronnie Brewer (10)	Deron Williams (11)	EnergySolutions Arena 17,565	12-8
21	December 9	@ LA Lakers	L 77–101 (OT)	Deron Williams (17)	Carlos Boozer (12)	Deron Williams (8)	Staples Center 18,997	12-9
22	December 10	Orlando	W 120–111 (OT)	Deron Williams (32)	Carlos Boozer (14)	Deron Williams (15)	EnergySolutions Arena 18,735	13-9
23	December 12	LA Lakers	W 102–94 (OT)	Deron Williams (21)	Carlos Boozer , Ronnie Brewer (8)	Deron Williams (11)	EnergySolutions Arena 19,911	14-9
24	December 14	Minnesota	L 108–110 (OT)	Deron Williams (38)	Carlos Boozer (14)	Deron Williams (13)	EnergySolutions Arena 18,090	14-10
25	December 16	@ New Jersey	W 108–92 (OT)	Carlos Boozer (26)	Carlos Boozer (10)	Deron Williams (14)	IZOD Center 11,476	15-10
26	December 18	@ Atlanta	L 83–96 (OT)	Andre Kirilenko (13)	Eric Maynor (7)	Eric Maynor (7)	Phillips Arena 17,501	15-11
27	December 19	@ Charlotte	W 110–102 (OT)	Deron Williams (23)	Carlos Boozer (11)	Deron Williams (10)	Time Warner Cable Arena 14,963	16-11
28	December 21	@ Orlando	L 99–104 (OT)	Paul Millsap (20)	Mehmet Okur (9)	Deron Williams (12)	Amway Arena 17,461	16-12
29	December 23	@ Miami	L 70–80 (OT)	Deron Williams (18)	Carlos Boozer (8)	Deron Williams (6)	American Airlines Arena 19,600	16-13
30	December 26	Philadelphia	W 97–76 (OT)	Deron Williams (27)	Carlos Boozer , Paul Millsap (11)	Deron Williams (8)	EnergySolutions Arena 19,911	17-13
31	December 30	@ Minnesota	W 107–103 (OT)	Deron Williams (21)	Carlos Boozer (12)	Deron Williams (12)	Target Center 14,123	18-13
