Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	Memphis	W 96–86 (OT)	Derrick Rose (26)	Drew Gooden (20)	Kirk Hinrich , Ben Gordon (4)	United Center 21,785	2–1
4	November 3	@ Orlando	L 93–96 (OT)	Drew Gooden (21)	Andrés Nocioni , Luol Deng (7)	Kirk Hinrich , Drew Gooden , Luol Deng (3)	Amway Arena 15,606	2–2
5	November 5	@ Cleveland	L 93–107 (OT)	Ben Gordon (31)	Drew Gooden (9)	Derrick Rose (7)	Quicken Loans Arena 20,562	2–3
6	November 7	Phoenix	W 100–83 (OT)	Ben Gordon (23)	Joakim Noah (14)	Ben Gordon , Derrick Rose (6)	United Center 21,967	3–3
7	November 8	Cleveland	L 97–106 (OT)	Ben Gordon (29)	Tyrus Thomas (8)	Derrick Rose (9)	United Center 21,965	3–4
8	November 11	Atlanta	L 108–113 (OT)	Derrick Rose (26)	Derrick Rose , Luol Deng , Aaron Gray (10)	Derrick Rose (6)	United Center 21,738	3–5
9	November 13	Dallas	W 98–91 (OT)	Ben Gordon (35)	Luol Deng , Derrick Rose (9)	Derrick Rose (6)	United Center 21,751	4–5
10	November 15	Indiana	W 104–91 (OT)	Derrick Rose (23)	Andrés Nocioni (11)	Derrick Rose (8)	United Center 21,759	5–5
11	November 18	@ L.A. Lakers	L 109–116 (OT)	Derrick Rose (25)	Andrés Nocioni (8)	Derrick Rose (9)	Staples Center 18,997	5–6
12	November 19	@ Portland	L 74–116 (OT)	Andrés Nocioni (13)	Tyrus Thomas (7)	Lindsey Hunter , Ben Gordon (3)	Rose Garden 20,599	5–7
13	November 21	@ Golden State	W 115–110 (OT)	Larry Hughes (26)	Drew Gooden (16)	Derrick Rose (5)	Oracle Arena 19,596	6–7
14	November 23	@ Denver	L 101–114 (OT)	Ben Gordon (28)	Joakim Noah (9)	Derrick Rose (6)	Pepsi Center 16,202	6–8
15	November 24	@ Utah	W 101–100 (OT)	Derrick Rose (25)	Tyrus Thomas (8)	Derrick Rose (9)	EnergySolutions Arena 19,911	7–8
16	November 26	@ San Antonio	L 88–98 (OT)	Ben Gordon (23)	Drew Gooden (12)	Derrick Rose (6)	AT&T Center 17,837	7–9
