Date	Opponent	Score	Loss	Attendance	Record
August 1	Padres	5 - 2	Kirby (3-14)	16,921	66-41
August 2	Padres	4 - 1	Santorini (4-10)	26,984	67-41
August 3	Padres	4 - 3	J. Niekro (6-8)	32,566	68-41
August 4	@ Astros	9 - 3	Griffin (7-5)	31,722	69-41
August 5	@ Astros	5 - 2	Lemaster (8-11)	26,041	70-41
August 6	@ Astros	5 - 4	Billingham (4-6)	29,449	71-41
August 8	@ Dodgers	5 - 0	Jenkins (15-10)	35,173	71-42
August 9	@ Dodgers	4 - 0	Foster (3-7)	48,748	72-42
August 10	@ Dodgers	4 - 2	Holtzman (13-6)	27,595	72-43
August 12	@ Padres	4 - 0	Santorini (4-12)	9,794	73-43
August 13	@ Padres	4 - 2	J. Niekro (6-10)	9,625	74-43
August 15	@ Giants	3 - 0	Holtzman (13-7)	12,224	74-44
August 16	@ Giants	3 - 0	Perry (15-9)	16,236	75-44
August 17	@ Giants	5 - 3	Hands (15-9)	0	75-45
August 17	@ Giants	3 - 1	Bryant (2-1)	25,586	76-45
August 19	Braves	3 - 0	P. Niekro (16-11)	37,514	77-45
August 20	Braves	6 - 2	Jenkins (17-11)	34,709	77-46
August 21	Braves	3 - 1	Hands (15-10)	29,866	77-47
August 22	Astros	8 - 2	Selma (12-5)	19,897	77-48
August 23	Astros	11 - 5	Gladding (2-4)	27,665	78-48
August 24	Astros	10 - 9	Gladding (2-5)	0	79-48
August 24	Astros	3 - 2	Johnson (0-2)	40,439	79-49
August 25	Reds	9 - 8	Hands (15-11)	30,479	79-50
August 26	Reds	8 - 7	Selma (12-6)	31,473	79-51
August 27	Reds	6 - 3	Holtzman (15-8)	31,867	79-52
August 28	Reds	3 - 1	Arrigo (2-6)	29,092	80-52
August 29	@ Braves	2 - 1	Jarvis (10-9)	36,413	81-52
August 30	@ Braves	5 - 4	Reed (13-9)	26,630	82-52
August 31	@ Braves	8 - 4	P. Niekro (18-12)	33,142	83-52
