Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	New Orleans	L 74–86 (OT)	Vince Carter (22)	Donyell Marshall (8)	Vince Carter (4)	Air Canada Centre 19,800	16–15
32	January 4	Phoenix	W 83–73 (OT)	Vince Carter (23)	Donyell Marshall (15)	Alvin Williams (7)	Air Canada Centre 19,029	17–15
33	January 7	Cleveland	W 75–69 (OT)	Vince Carter , Donyell Marshall (14)	Donyell Marshall (13)	Vince Carter (5)	Air Canada Centre 19,874	18–15
34	January 9	L.A. Clippers	L 68–78 (OT)	Jalen Rose (26)	Vince Carter (10)	Alvin Williams (7)	Air Canada Centre 18,405	18–16
35	January 11	Portland	W 83–72 (OT)	Vince Carter (20)	Donyell Marshall (11)	Vince Carter (7)	Air Canada Centre 18,906	19–16
36	January 14	@ Detroit	L 91–95 (OT)	Vince Carter (27)	Donyell Marshall (16)	Jalen Rose (8)	The Palace of Auburn Hills 18,473	19–17
37	January 15	@ New Orleans	W 78–74 (OT)	Jalen Rose (20)	Donyell Marshall (12)	Jalen Rose (6)	New Orleans Arena 14,673	20–17
38	January 17	@ Atlanta	L 70–75 (OT)	Donyell Marshall (16)	Donyell Marshall (12)	Jalen Rose , Alvin Williams (5)	Philips Arena 13,928	20–18
39	January 19	@ New York	L 79–90 (OT)	Jalen Rose (22)	Donyell Marshall (15)	Jalen Rose (5)	Madison Square Garden 19,308	20–19
40	January 21	Minnesota	L 97–108 (OT)	Donyell Marshall (22)	Chris Bosh , Donyell Marshall , Jalen Rose (5)	Milt Palacio , Alvin Williams (4)	Air Canada Centre 18,846	20–20
41	January 23	@ Milwaukee	L 86–98 (OT)	Donyell Marshall (17)	Chris Bosh (6)	Vince Carter (8)	Bradley Center 15,813	20–21
42	January 25	@ Chicago	L 89–96 (OT)	Chris Bosh (23)	Chris Bosh (10)	Vince Carter (8)	United Center 22,039	20–22
43	January 28	Philadelphia	W 94–84 (OT)	Donyell Marshall (19)	Donyell Marshall (10)	Jalen Rose (13)	Air Canada Centre 17,708	21–22
44	January 30	Detroit	L 89–90 (OT)	Vince Carter (31)	Chris Bosh (13)	Alvin Williams (4)	Air Canada Centre 19,555	21–23
