Driver	Constructor	Laps	Time/Retired	Grid
Michael Schumacher	Ferrari	60	1:32:35.101	1
Rubens Barrichello	Ferrari	60	+17.989	7
Jenson Button	BAR - Honda	60	+22.533	5
Jarno Trulli	Renault	60	+53.673	3
Fernando Alonso	Renault	60	+1:00.987	6
Giancarlo Fisichella	Sauber - Petronas	60	+1:13.448	19
Mark Webber	Jaguar - Cosworth	60	+1:16.206	14
Juan Pablo Montoya	Williams - BMW	59	+1 Lap	8
Felipe Massa	Sauber - Petronas	59	+1 Lap	16
Nick Heidfeld	Jordan - Ford	59	+1 Lap	13
Olivier Panis	Toyota	59	+1 Lap	10
Christian Klien	Jaguar - Cosworth	59	+1 Lap	12
Giorgio Pantano	Jordan - Ford	58	+2 Laps	15
Gianmaria Bruni	Minardi - Cosworth	57	+3 Laps	20
Zsolt Baumgartner	Minardi - Cosworth	57	+3 Laps	17
Takuma Sato	BAR - Honda	47	Engine	2
David Coulthard	McLaren - Mercedes	25	Engine	18
Kimi Räikkönen	McLaren - Mercedes	9	Engine	4
Ralf Schumacher	Williams - BMW	0	Collision	9
Cristiano da Matta	Toyota	0	Collision	11
