Week	Date	Opponent	Result	Attendance
1	September 4, 1983	at Chicago Bears	W 20-17	60,165
2	September 11, 1983	New York Giants	L 16-13	58,075
3	September 18, 1983	at Detroit Lions	W 30-14	54,622
4	September 25, 1983	at San Francisco 49ers	L 24-20	57,814
5	October 2, 1983	Philadelphia Eagles	L 28-24	50,621
6	October 9, 1983	New Orleans Saints	L 19-17	51,654
7	October 16, 1983	at Los Angeles Rams	L 27-21	50,404
8	October 23, 1983	at New York Jets	W 27-21	46,878
9	October 30, 1983	New England Patriots	W 24-13	47,546
10	November 6, 1983	at New Orleans Saints	L 27-10	67,062
11	November 14, 1983	Los Angeles Rams	L 36-13	31,202
12	November 20, 1983	San Francisco 49ers	W 28-24	39,782
13	November 27, 1983	Green Bay Packers	W 47-41	35,688
14	December 4, 1983	at Washington Redskins	L 37-21	52,074
15	December 10, 1983	at Miami Dolphins	L 31-24	56,725
16	December 18, 1983	Buffalo Bills	W 31-14	31,015
