Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
14	December 1	Charlotte	111–95	Gordon (34)	Wallace (19)	Hinrich (7)	United Center 21,729	4–10
15	December 3	Dallas	98–103	Nocioni (30)	Duhon (9)	Hinrich , Duhon (5)	United Center 21,780	4–11
16	December 5	@ Charlotte	91–82	Deng (30)	Nocioni (11)	Duhon (9)	Charlotte Bobcats Arena 13,227	5–11
17	December 7	@ Detroit	98–91	Nocioni (22)	Smith (14)	Hinrich (6)	Palace of Auburn Hills 22,076	6–11
18	December 8	Boston	81–92	Nocioni (18)	Wallace (14)	Hinrich (6)	United Center 22,778	6–12
19	December 11	Seattle	123–96	Gordon (27)	Thomas (9)	Hinrich (8)	United Center 21,772	7–12
20	December 12	@ Indiana	102–117	Gordon (27)	Deng (7)	Hinrich (8)	Conseco Fieldhouse 10,381	7–13
21	December 14	New York	101–96	Deng (29)	Hinrich (12)	Hinrich (14)	United Center 21,751	8–13
22	December 18	LA Lakers	91–103	Deng (26)	Deng , Nocioni (7)	Hinrich (8)	United Center 22,310	8–14
23	December 19	@ Washington	95–84	Gordon (22)	Gray (10)	Gordon (6)	Verizon Center 14,792	9–14
24	December 21	@ Boston	82–107	Gordon (19)	Thomas (9)	Duhon (4)	TD Banknorth Garden 18,624	9–15
25	December 22	Houston	98–116	Hinrich (22)	Deng (7)	Deng (5)	United Center 22,434	9–16
26	December 26	@ San Antonio	79–94	Smith (19)	Smith (11)	Hinrich (7)	AT&T Center 18,797	9–17
27	December 28	Milwaukee	103–99	Gordon (31)	Deng , Wallace (10)	Hinrich (9)	United Center 22,189	10–17
28	December 30	@ New York	100–83	Gordon (25)	Wallace (10)	Hinrich (8)	Madison Square Garden 19,763	11–17
