Place	Player	Country	Score	To par	Money ( $ )
1	Tommy Bolt	United States	71-71-69-72=283	+3	8,000
2	Gary Player	South Africa	75-68-73-71=287	+7	5,000
3	Julius Boros	United States	71-75-72-71=289	+9	3,000
4	Gene Littler	United States	74-73-67-76=290	+10	2,000
T5	Walter Burkemo	United States	75-74-70-72=291	+11	1,625
T5	Bob Rosburg	United States	75-74-72-70=291	+11	1,625
T7	Jay Hebert	United States	77-76-71-69=293	+13	1,016
T7	Don January	United States	79-73-68-73=293	+13	1,016
T7	Dick Metz	United States	71-78-73-71=293	+13	1,016
T10	Ben Hogan	United States	75-73-75-71=294	+14	566
T10	Tommy Jacobs	United States	76-75-71-72=294	+14	566
T10	Frank Stranahan	United States	72-72-75-75=294	+14	566
