Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
45	February 1	@ Portland	L 90–97 (OT)	Damon Stoudamire (21)	John Wallace (9)	Damon Stoudamire (9)	Rose Garden 20,792	10-35
46	February 3	Phoenix	L 105–110 (OT)	Doug Christie , Walt Williams (24)	Marcus Camby (10)	Damon Stoudamire (8)	SkyDome 14,344	10-36
47	February 5	Dallas	W 101–93 (OT)	Damon Stoudamire (21)	Marcus Camby (16)	Damon Stoudamire (8)	SkyDome 14,292	11-36
48	February 10	@ Chicago	L 86–93 (OT)	Damon Stoudamire (19)	Marcus Camby (11)	Damon Stoudamire , Walt Williams (4)	United Center 23,881	11-37
49	February 12	Cleveland	L 94–103 (OT)	Doug Christie (26)	Oliver Miller (8)	Oliver Miller (10)	SkyDome 14,348	11-38
50	February 13	@ New Jersey	L 115–130 (OT)	John Wallace (29)	John Wallace (12)	John Wallace (6)	Continental Airlines Arena 14,263	11-39
51	February 15	Miami	L 95–116 (OT)	John Wallace (27)	Tracy McGrady (8)	Chris Garner (7)	SkyDome 16,888	11-40
52	February 19	Chicago	L 86–123 (OT)	John Wallace (19)	Oliver Miller (7)	Doug Christie (5)	SkyDome 30,172	11-41
53	February 20	@ Milwaukee	L 89–94 (OT)	Doug Christie (23)	Marcus Camby (10)	Oliver Miller (4)	Bradley Center 17,856	11-42
54	February 22	Vancouver	W 113–105 (OT)	Chauncey Billups (27)	Gary Trent (15)	Doug Christie (7)	SkyDome 16,932	12-42
55	February 26	@ San Antonio	L 86–97 (OT)	Doug Christie (17)	Gary Trent (10)	Oliver Miller (6)	Alamodome 13,978	12-43
