Week	Date	Opponent	Result	Attendance
1	September 2, 1984	at Pittsburgh Steelers	W 37–27	56,709
2	September 9, 1984	at Cincinnati Bengals	W 27–22	47,111
3	September 16, 1984	Los Angeles Raiders	L 22–20	75,111
4	September 23, 1984	at Denver Broncos	L 21–0	74,263
5	September 30, 1984	Cleveland Browns	W 10–6	40,785
6	October 7, 1984	New York Jets	L 17–16	51,843
7	October 14, 1984	San Diego Chargers	W 31–13	62,233
8	October 21, 1984	at New York Jets	L 28–7	66,782
9	October 28, 1984	Tampa Bay Buccaneers	W 24–20	41,710
10	November 4, 1984	at Seattle Seahawks	L 45–0	61,396
11	November 11, 1984	Houston Oilers	L 17–16	44,464
12	November 18, 1984	at Los Angeles Raiders	L 17–7	48,575
13	November 25, 1984	at New York Giants	L 28–27	74,383
14	December 2, 1984	Denver Broncos	W 16–13	38,494
15	December 9, 1984	Seattle Seahawks	W 34–7	34,855
16	December 16, 1984	at San Diego Chargers	W 42–21	40,221
