Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 3	New York	W 118–82 (OT)	LeBron James (21)	Žydrūnas Ilgauskas , Anderson Varejão (10)	LeBron James (6)	Quicken Loans Arena 20,562	15–3
20	December 6	@ Charlotte	W 94–74 (OT)	LeBron James (25)	Žydrūnas Ilgauskas (11)	Daniel Gibson (5)	Time Warner Cable Arena 19,133	17–3
21	December 9	Toronto	W 114–94 (OT)	LeBron James (31)	Žydrūnas Ilgauskas (6)	Maurice Williams (9)	Quicken Loans Arena 20,049	18–3
22	December 10	@ Philadelphia	W 101–93 (OT)	LeBron James (29)	Ben Wallace (10)	LeBron James (5)	Wachovia Center 15,550	19–3
23	December 12	Philadelphia	W 88–72 (OT)	LeBron James (28)	Darnell Jackson (8)	LeBron James (7)	Quicken Loans Arena 20,562	20–3
24	December 13	@ Atlanta	L 92–97 (OT)	LeBron James (33)	Anderson Varejão (8)	LeBron James (9)	Philips Arena 19,200	20–4
25	December 17	@ Minnesota	W 93–70 (OT)	LeBron James (32)	Anderson Varejão (11)	Delonte West (5)	Target Center 14,899	21–4
26	December 19	@ Denver	W 105–88 (OT)	LeBron James (33)	LeBron James (10)	LeBron James (8)	Pepsi Center 19,155	22–4
27	December 21	@ Oklahoma City	W 102–91 (OT)	LeBron James (31)	Ben Wallace , Anderson Varejão (6)	LeBron James (7)	Ford Center 19,136	23–4
28	December 23	Houston	W 99–90 (OT)	LeBron James (27)	LeBron James (9)	LeBron James (5)	Quicken Loans Arena 20,562	24–4
29	December 25	Washington	W 93–89 (OT)	Maurice Williams (24)	Anderson Varejão (13)	Delonte West (7)	Quicken Loans Arena 20,562	25–4
30	December 28	Miami	W 93–86 (OT)	LeBron James (33)	Ben Wallace (14)	LeBron James (9)	Quicken Loans Arena 20,562	26–4
