Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 2	Houston	W 100–85 (OT)	LaMarcus Aldridge (25)	Marcus Camby (13)	Marcus Camby (8)	Rose Garden 20,416	18–16
35	January 4	@ Dallas	L 81–84 (OT)	LaMarcus Aldridge (28)	Marcus Camby (20)	Marcus Camby , Patrick Mills (4)	American Airlines Center 19,514	18–17
36	January 5	@ Houston	W 103–100 (OT)	LaMarcus Aldridge (27)	LaMarcus Aldridge (13)	Rudy Fernández (5)	Toyota Center 14,125	19–17
37	January 7	@ Minnesota	W 108–98 (OT)	Wesley Matthews (36)	LaMarcus Aldridge (10)	Andre Miller (10)	Target Center 12,213	20–17
38	January 9	Miami	L 100–107 (OT)	LaMarcus Aldridge (31)	LaMarcus Aldridge , Marcus Camby (14)	LaMarcus Aldridge , Andre Miller (7)	Rose Garden 20,636	20–18
39	January 11	New York	L 86–100 (OT)	LaMarcus Aldridge (19)	Marcus Camby (16)	Marcus Camby , Andre Miller (3)	Rose Garden 20,604	20–19
40	January 14	@ Phoenix	L 111–115 (OT)	Wesley Matthews (26)	Marcus Camby (15)	Andre Miller (8)	US Airways Center 17,412	20–20
41	January 15	New Jersey	W 96–89 (OT)	LaMarcus Aldridge (27)	Marcus Camby (10)	Andre Miller (8)	Rose Garden 20,441	21–20
42	January 17	Minnesota	W 113–102 (OT)	LaMarcus Aldridge (37)	LaMarcus Aldridge (12)	Andre Miller (10)	Rose Garden 20,239	22–20
43	January 19	@ Sacramento	W 94–90 (OT)	Nicolas Batum (24)	Joel Przybilla (11)	Andre Miller (6)	ARCO Arena 12,722	23–20
44	January 20	L.A. Clippers	W 108–93 (OT)	LaMarcus Aldridge , Wesley Matthews (28)	LaMarcus Aldridge , Andre Miller (8)	Andre Miller (7)	Rose Garden 20,630	24–20
45	January 22	Indiana	W 97–92 (OT)	LaMarcus Aldridge (25)	LaMarcus Aldridge (12)	Wesley Matthews (9)	Rose Garden 20,563	25–20
46	January 24	Sacramento	L 81–96 (OT)	Wesley Matthews (21)	Nicolas Batum (9)	LaMarcus Aldridge , Andre Miller (5)	Rose Garden 20,488	25–21
