Name	Hanzi	Hanyu Pinyin	Population (2010-11-01)	Area (km²)	Density (/km²)
Name	Hanzi	Hanyu Pinyin	Population (2010-11-01)	Area (km²)	Density (/km²)
City proper	City proper	City proper	City proper	City proper	City proper
Daoli District	道里区	Dàolǐ Qū	923,762	479	1,929
Nangang District	南岗区	Nángǎng Qū	1,343,857	183	7,343
Daowai District	道外区	Dàowài Qū	906,421	257	3,527
Xiangfang District	香坊区	Xiāngfáng Qū	916,408	340	2,695
Pingfang District	平房区	Píngfáng Qū	190,253	94	2,024
Songbei District	松北区	Sōngběi Qū	236,848	736	322
Suburbs	Suburbs	Suburbs	Suburbs	Suburbs	Suburbs
Hulan District	呼兰区	Hūlán Qū	764,534	2,186	350
Acheng District	阿城区	Àchéng Qū	596,856	2,770	215
Satellite cities	Satellite cities	Satellite cities	Satellite cities	Satellite cities	Satellite cities
Shuangcheng	双城市	Shuāngchéng Shì	825,634	3,112	265
Shangzhi	尚志市	Shàngzhì Shì	585,386	8,895	66
Wuchang	五常市	Wǔcháng Shì	881,224	7,512	117
Rural	Rural	Rural	Rural	Rural	Rural
Yilan County	依兰县	Yīlán Xiàn	388,319	4,672	83
Fangzheng County	方正县	Fāngzhèng Xiàn	203,853	2,993	68
Bin County	宾县	Bīn Xiàn	551,271	3,846	143
Bayan County	巴彦县	Bāyàn Xiàn	590,555	3,138	188
Mulan County	木兰县	Mùlán Xiàn	277,685	3,602	77
Tonghe County	通河县	Tōnghé Xiàn	210,650	5,755	37
Yanshou County	延寿县	Yánshòu Xiàn	242,455	3,226	75
