Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 3	San Antonio	L 110–112 (OT)	Jason Richardson (21)	Grant Hill (8)	Goran Dragić (8)	US Airways Center 17,060	1–3
5	November 5	Memphis	W 123–118 (2OT)	Jason Richardson (38)	Channing Frye (11)	Steve Nash (9)	US Airways Center 16,470	2–3
6	November 7	@ Atlanta	W 118–114 (OT)	Jason Richardson (21)	Jared Dudley , Grant Hill , Josh Childress (6)	Steve Nash (15)	Philips Arena 13,395	3–3
7	November 8	@ Memphis	L 99–109 (OT)	Grant Hill (19)	Grant Hill (12)	Steve Nash (11)	FedExForum 10,786	3–4
8	November 12	Sacramento	W 103–89 (OT)	Steve Nash (28)	Jason Richardson (8)	Steve Nash (14)	US Airways Center 18,029	4–4
9	November 14	@ L.A. Lakers	W 121–116 (OT)	Jason Richardson (35)	Jason Richardson (8)	Steve Nash (13)	Staples Center 18,997	5–4
10	November 15	Denver	W 100–94 (OT)	Hakim Warrick (21)	Josh Childress (8)	Steve Nash (7)	US Airways Center 17,744	6–4
11	November 17	@ Miami	L 96–123 (OT)	Steve Nash (17)	Channing Frye , Hedo Türkoğlu (6)	Hedo Türkoğlu (4)	American Airlines Arena 19,600	6–5
12	November 18	@ Orlando	L 89–105 (OT)	Grant Hill (21)	Channing Frye (6)	Goran Dragić (4)	Amway Center 18,846	6–6
13	November 20	@ Charlotte	L 105–123 (OT)	Grant Hill (23)	Channing Frye (6)	Goran Dragić (10)	Time Warner Cable Arena 16,428	6–7
14	November 22	@ Houston	W 123–116 (OT)	Jason Richardson (26)	Hedo Türkoğlu (9)	Steve Nash (8)	Toyota Center 15,080	7–7
15	November 24	Chicago	L 115–123 (2OT)	Grant Hill (27)	Hedo Türkoğlu (10)	Steve Nash (16)	US Airways Center 18,422	7–8
16	November 26	L.A. Clippers	W 116–108 (OT)	Jason Richardson (29)	Jason Richardson , Hakim Warrick (6)	Steve Nash (10)	US Airways Center 17,486	8–8
