Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 1	@ Charlotte	L 90–100 (OT)	Randy Foye (23)	Mike Miller (10)	Mike Miller (5)	Time Warner Cable Arena 9,285	4–12
17	December 3	@ Orlando	L 89–100 (OT)	Al Jefferson (19)	Kevin Love (12)	Randy Foye (5)	Amway Arena 15,705	4–13
18	December 5	@ New Jersey	L 84–113 (OT)	Randy Foye (20)	Al Jefferson (12)	Randy Foye (5)	Izod Center 15,364	4–14
19	December 6	L.A. Clippers	L 84–107 (OT)	Al Jefferson (28)	Kevin Love (15)	Randy Foye , Sebastian Telfair (5)	Target Center 10,863	4–15
20	December 9	Utah	L 96–99 (OT)	Al Jefferson (21)	Kevin Love (15)	Randy Foye , Ryan Gomes (4)	Target Center 10,745	4–16
21	December 10	@ Denver	L 105–116 (OT)	Al Jefferson , Randy Foye (26)	Kevin Love (14)	Randy Foye (6)	Pepsi Center 14,007	4–17
22	December 12	San Antonio	L 86–98 (OT)	Al Jefferson (29)	Al Jefferson (13)	Randy Foye (6)	Target Center 15,336	4–18
23	December 14	@ L.A. Lakers	L 86–98 (OT)	Al Jefferson (20)	Al Jefferson (13)	Randy Foye (6)	Staples Center 18,997	4–19
24	December 15	@ Sacramento	L 103–118 (OT)	Al Jefferson (22)	Kevin Love (15)	Kevin Ollie (5)	ARCO Arena 10,593	4–20
25	December 17	Cleveland	L 70–93 (OT)	Al Jefferson (20)	Al Jefferson (11)	Randy Foye (3)	Target Center 14,899	4–21
26	December 20	Houston	L 102–109 (OT)	Al Jefferson (34)	Al Jefferson (13)	Al Jefferson , Rashad McCants (4)	Target Center 12,115	4–22
27	December 23	@ San Antonio	L 93–99 (OT)	Al Jefferson (28)	Randy Foye (16)	Kevin Ollie (4)	AT&T Center 17,996	4–23
28	December 26	@ New York	W 120–107 (OT)	Rashad McCants (23)	Al Jefferson (15)	Sebastian Telfair (8)	Madison Square Garden 19,763	5–23
29	December 27	Orlando	L 94–118 (OT)	Rashad McCants (21)	Kevin Love (10)	Rashad McCants (4)	Target Center 17,003	5–24
30	December 29	Memphis	W 108–98 (OT)	Al Jefferson (38)	Al Jefferson (16)	Randy Foye , Craig Smith (5)	Target Center 12,207	6–24
31	December 30	@ Dallas	L 100–107 (OT)	Al Jefferson (21)	Al Jefferson (9)	Kevin Ollie (6)	American Airlines Center 20,264	6–25
