Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus
Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus
Mountain Ash RFC	22	0	0	791	280	103	32	15	0
Tredegar RFC	22	0	3	786	361	107	39	17	2
Llantrisant RFC	22	0	9	617	520	79	71	11	2
Rhydyfelin RFC	22	1	8	593	489	87	61	8	2
Penallta RFC	22	0	11	433	407	56	49	7	4
Tylorstown RFC	22	1	11	501	517	66	63	7	5
Fleur De Lys RFC	22	1	12	535	575	65	70	10	5
Llantwit Fardre RFC	22	1	11	464	504	60	64	3	2
Ynysybwl RFC	22	1	12	470	564	56	70	4	4
Brynmawr RFC	22	1	13	474	560	61	71	7	5
Penarth RFC	22	0	17	335	556	37	74	2	4
Caerphilly RFC	22	0	22	295	961	32	145	2	2
Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012	Correct as of 26 May 2012
