Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 1	Boston	W 106–102 (OT)	Chris Bosh (25)	Chris Bosh (11)	T. J. Ford (13)	Air Canada Centre 16,562	6–10
17	December 2	@ New York	W 103–100 (OT)	Chris Bosh (26)	Chris Bosh (13)	T. J. Ford (10)	Madison Square Garden 17,525	7–10
18	December 6	@ Cleveland	L 91–95 (OT)	Chris Bosh , Anthony Parker (18)	Chris Bosh (12)	T. J. Ford (10)	Quicken Loans Arena 20,119	7–11
19	December 8	@ Chicago	L 90–93 (OT)	Jorge Garbajosa (17)	Chris Bosh (12)	José Calderón (8)	United Center 21,797	7–12
20	December 10	Portland	L 83–93 (OT)	Morris Peterson (23)	Jorge Garbajosa (7)	T. J. Ford (6)	Air Canada Centre 15,542	7–13
21	December 11	@ Miami	L 77–99 (OT)	Anthony Parker (18)	Kris Humphries (7)	T. J. Ford (12)	American Airlines Arena 19,600	7–14
22	December 13	@ Orlando	W 91–84 (OT)	Andrea Bargnani (23)	Radoslav Nesterović (10)	T. J. Ford (5)	Amway Arena 15,417	8–14
23	December 15	New Jersey	W 90–78 (OT)	T. J. Ford (17)	T. J. Ford , Joey Graham (9)	T. J. Ford (8)	Air Canada Centre 19,897	9–14
24	December 17	Golden State	W 120–115 (OT)	Morris Peterson (23)	Jorge Garbajosa (11)	T. J. Ford (14)	Air Canada Centre 16,035	10–14
25	December 19	@ Phoenix	L 98–115 (OT)	T. J. Ford (19)	P. J. Tucker (9)	T. J. Ford (9)	US Airways Center 18,422	10–15
26	December 20	@ L.A. Clippers	W 98–96 (OT)	Fred Jones (23)	Andrea Bargnani , Radoslav Nesterović (7)	T. J. Ford (9)	Staples Center 17,962	11–15
27	December 22	@ Portland	W 101–100 (OT)	T. J. Ford (23)	Anthony Parker (8)	T. J. Ford (10)	Rose Garden 15,220	12–15
28	December 23	@ Seattle	L 97–110 (OT)	T. J. Ford (24)	Jorge Garbajosa , Radoslav Nesterović (7)	José Calderón (10)	KeyArena 14,611	12–16
29	December 27	Minnesota	W 100–97 (OT)	T. J. Ford (28)	Jorge Garbajosa (10)	T. J. Ford (7)	Air Canada Centre 19,800	13–16
30	December 29	Chicago	L 97–107 (OT)	T. J. Ford (20)	Radoslav Nesterović (8)	Jorge Garbajosa (7)	Air Canada Centre 19,800	13–17
