Week	Date	Opponent	Result	Attendance
1	September 12, 1976	Los Angeles Rams	L 30-14	53,607
2	September 19, 1976	at Detroit Lions	L 24-10	50,840
3	September 26, 1976	at Chicago Bears	W 10-0	41,029
4	October 3, 1976	Philadelphia Eagles	L 14-13	45,535
5	October 10, 1976	at New Orleans Saints	L 30-0	51,521
6	October 17, 1976	Cleveland Browns	L 20-17	33,364
7	October 23, 1976	at San Francisco 49ers	L 15-0	50,240
8	October 31, 1976	New Orleans Saints	W 23-20	34,127
9	November 7, 1976	at Seattle Seahawks	L 30-13	57,985
10	November 14, 1976	San Francisco 49ers	W 21-16	20,058
11	November 21, 1976	Dallas Cowboys	W 17-10	54,992
12	November 28, 1976	at Houston Oilers	L 20-14	25,838
13	December 4, 1976	at Los Angeles Rams	L 59-0	57,366
14	December 12, 1976	Green Bay Packers	L 24-20	23,436
