Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
50	February 1	@ New Orleans	W 109–100 (OT)	Amar'e Stoudemire (25)	Amar'e Stoudemire (12)	Steve Nash (12)	New Orleans Arena 13,874	29–21
51	February 3	@ Denver	W 109–97 (OT)	Amar'e Stoudemire , Jason Richardson (20)	Amar'e Stoudemire (17)	Steve Nash (10)	Pepsi Center 19,155	30–21
52	February 5	@ Sacramento	W 114–102 (OT)	Amar'e Stoudemire (30)	Amar'e Stoudemire (9)	Steve Nash (10)	ARCO Arena 14,922	31–21
53	February 10	Portland	L 101–108 (OT)	Amar'e Stoudemire (24)	Amar'e Stoudemire (9)	Steve Nash (11)	US Airways Center 18,190	31–22
54	February 16	@ Memphis	W 109–95 (OT)	Jason Richardson (27)	Amar'e Stoudemire , Robin Lopez (10)	Steve Nash (16)	FedExForum 11,508	32–22
55	February 17	@ Dallas	L 97–107 (OT)	Amar'e Stoudemire (30)	Amar'e Stoudemire (14)	Steve Nash (12)	American Airlines Center 19,974	32–23
56	February 19	Atlanta	W 88–80 (OT)	Amar'e Stoudemire (22)	Robin Lopez (9)	Steve Nash (6)	US Airways Center 18,266	33–23
57	February 21	Sacramento	W 104–88 (OT)	Jason Richardson (26)	Amar'e Stoudemire (14)	Steve Nash (11)	US Airways Center 17,369	34–23
58	February 23	@ Oklahoma City	W 104–102 (OT)	Amar'e Stoudemire (30)	Jason Richardson (13)	Goran Dragic (10)	Ford Center 18,203	35–23
59	February 24	Philadelphia	W 106–95 (OT)	Jason Richardson (24)	Robin Lopez (10)	Steve Nash (13)	US Airways Center 17,765	36–23
60	February 26	Clippers	W 125–112 (OT)	Robin Lopez (30)	Robin Lopez (12)	Steve Nash (11)	US Airways Center 18,043	37–23
