Date	Opponent	Score	Loss	Attendance	Record
May 1	@ Athletics	5 - 4 (10)	Isringhausen (0-1)	10,935	17-9
May 2	@ Athletics	6 - 0	Loaiza (4-2)	14,048	17-10
May 3	@ Athletics	3 - 2 (15)	Borbón (0-1)	10,586	17-11
May 4	@ Mariners	8 - 3	Abbott (0-1)	42,284	18-11
May 5	@ Mariners	7 - 5	Borbón (0-2)	42,894	18-12
May 6	@ Mariners	11 - 3	Halama (2-3)	45,080	19-12
May 8	Athletics	8 - 5	Loaiza (4-3)	16,479	19-13
May 9	Athletics	8 - 5	Michalak (3-2)	16,241	19-14
May 10	Athletics	14 - 8	Painter (0-1)	16,130	19-15
May 11	Mariners	7 - 2	Hamilton (1-2)	20,279	19-16
May 12	Mariners	11 - 7	Escobar (0-1)	24,908	19-17
May 13	Mariners	7 - 5	Loaiza (4-4)	20,624	19-18
May 15	@ Angels	9 - 3	Valdez (2-3)	15,904	20-18
May 16	@ Angels	3 - 1	Parris (2-3)	15,611	20-19
May 17	@ Angels	4 - 2	Escobar (0-2)	15,204	20-20
May 18	@ Rangers	9 - 3	Myette (0-1)	35,368	21-20
May 19	@ Rangers	6 - 5	Brantley (0-1)	48,336	22-20
May 20	@ Rangers	3 - 2	Michalak (4-3)	33,272	22-21
May 21	White Sox	10 - 3	Biddle (1-4)	20,806	23-21
May 23	White Sox	9 - 6	Wells (3-5)	19,115	24-21
May 24	White Sox	3 - 1	Carpenter (4-2)	17,062	24-22
May 25	@ Red Sox	4 - 0	Loaiza (4-5)	32,912	24-23
May 26	@ Red Sox	5 - 0	Castillo (5-3)	31,035	25-23
May 27	@ Red Sox	4 - 2	Parris (3-4)	31,420	25-24
May 28	@ White Sox	6 - 3	Hamilton (2-3)	20,631	25-25
May 29	@ White Sox	4 - 0	Wells (1-2)	13,356	26-25
May 30	@ White Sox	4 - 3	Escobar (0-3)	13,208	26-26
May 31	Red Sox	11 - 5	Escobar (0-4)	21,747	26-27
