Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 2	Milwaukee	102–99	Raymond Felton (26)	Emeka Okafor (14)	Raymond Felton (12)	Time Warner Cable Arena 16,368	1–0
2	November 4	@ Miami	90–88	Jason Richardson (29)	Emeka Okafor (13)	Raymond Felton (7)	American Airlines Arena 19,600	2–0
3	November 6	Phoenix	83–115	Jared Dudley (16)	Jared Dudley (11)	Jeff McInnis (4)	Time Warner Cable Arena 12,408	2–1
4	November 7	@ Philadelphia	63–94	Matt Carroll (16)	Emeka Okafor (11)	Derek Anderson (8)	Wachovia Center 9,317	2–2
5	November 9	Indiana	96–87	Gerald Wallace (28)	Emeka Okafor (23)	Jeff McInnis (7)	Time Warner Cable Arena 12,044	3–2
6	November 11	Houston	82–85	Matt Carroll (17)	Emeka Okafor (11)	Jeff McInnis (7)	Time Warner Cable Arena 11,936	3–3
7	November 13	Miami	94–76	Gerald Wallace (19)	Emeka Okafor (10)	Raymond Felton (9)	Time Warner Cable Arena 12,169	4–3
8	November 14	@ Atlanta	109–117	Jason Richardson , Gerald Wallace (27)	Emeka Okafor (8)	Jeff McInnis (6)	Philips Arena 12,239	4–4
9	November 17	Seattle	100–84	Gerald Wallace (27)	Emeka Okafor (10)	Raymond Felton (12)	Time Warner Cable Arena 13,697	5–4
10	November 19	Portland	101–92	Gerald Wallace (27)	Emeka Okafor (12)	Raymond Felton (10)	Time Warner Cable Arena 10,612	6–4
11	November 21	Washington	111–114	Raymond Felton (27)	Emeka Okafor (14)	Raymond Felton (12)	Time Warner Cable Arena 12,193	6–5
12	November 23	@ Orlando	92–105	Wálter Herrmann (16)	Emeka Okafor (18)	Raymond Felton , Jeff McInnis (6)	Amway Arena 17,136	6–6
13	November 24	Boston	95–96	Jason Richardson (25)	Jared Dudley , Emeka Okafor , Jason Richardson (9)	Raymond Felton (9)	Time Warner Cable Arena 19,201	6–7
14	November 27	@ Miami	90–110	Gerald Wallace (16)	Raymond Felton , Emeka Okafor (6)	Raymond Felton (7)	American Airlines Arena 19,600	6–8
