Date	Opponent	Score	Loss	Attendance	Record
June 1	Royals	5 - 3 (10)	Montgomery (1-3)	31,107	25-29
June 2	Royals	7 - 5	Janzen (3-1)	32,253	25-30
June 4	@ Yankees	5 - 4	Hanson (6-7)	17,368	25-31
June 5	@ Yankees	12 - 7	Key (2-6)	17,142	26-31
June 6	@ Yankees	8 - 1	Quantrill (2-6)	18,475	26-32
June 7	@ Rangers	10 - 7	Janzen (3-2)	40,046	26-33
June 8	@ Rangers	2 - 0	Guzmán (4-4)	43,439	26-34
June 9	@ Rangers	8 - 6	Hanson (6-8)	41,605	26-35
June 10	Yankees	5 - 3	Hentgen (6-5)	37,332	26-36
June 11	Yankees	6 - 4	Quantrill (2-7)	32,114	26-37
June 12	Yankees	7 - 4	Mendoza (1-2)	44,238	27-37
June 13	@ Angels	6 - 4	Guzmán (4-5)	20,528	27-38
June 14	@ Angels	7 - 4	Hanson (6-9)	18,503	27-39
June 15	@ Angels	7 - 5	Crabtree (2-2)	40,352	27-40
June 16	@ Angels	6 - 4	Abbott (1-10)	22,979	28-40
June 18	@ Mariners	11 - 3	Wolcott (5-7)	25,912	29-40
June 19	@ Mariners	9 - 2	Harikkala (0-1)	26,265	30-40
June 20	@ Athletics	1 - 0	Wengert (2-5)	8,027	31-40
June 21	@ Athletics	7 - 5	Johns (4-9)	10,278	32-40
June 22	@ Athletics	8 - 4	Ware (0-4)	20,124	32-41
June 23	@ Athletics	5 - 4	Wojciechowski (5-5)	14,407	33-41
June 25	Mariners	8 - 7	Charlton (2-2)	31,420	34-41
June 26	Mariners	6 - 5	Ayala (0-1)	30,158	35-41
June 27	Mariners	9 - 1	Quantrill (4-8)	31,108	35-42
June 28	Brewers	5 - 1	Guzmán (6-6)	31,333	35-43
June 29	Brewers	7 - 4	Janzen (4-3)	31,170	35-44
June 30	Brewers	15 - 2	Bones (6-9)	30,104	36-44
