Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
24	December 2	Chicago	W 121–110	Dick Van Arsdale (38)	Paul Silas (16)	Gail Goodrich (9)	Salt Palace 3,220	9–15
25	December 4	Los Angeles	W 119–109	Connie Hawkins (28)	Paul Silas (10)	Gail Goodrich (9)	Arizona Veterans Memorial Coliseum 5,165	10–15
26	December 5	Chicago	W 114–113	Gail Goodrich (28)	Neal Walk (16)	Gail Goodrich (10)	Arizona Veterans Memorial Coliseum 6,021	11–15
27	December 7	Detroit	L 113–118	Gail Goodrich (29)	Paul Silas (14)	Gail Goodrich (9)	Arizona Veterans Memorial Coliseum 4,335	11–16
28	December 9	@ Chicago	L 102–109	Dick Van Arsdale (25)	Paul Silas (14)	Gail Goodrich (8)	Chicago Stadium 10,833	11–17
29	December 10	@ Baltimore	W 137–107	Jim Fox (24)	Paul Silas (16)	Gail Goodrich (7)	Baltimore Civic Center 2,842	12–17
30	December 12	@ Seattle	W 130–116	Connie Hawkins (37)	Lamar Green (7)	Gail Goodrich (11)	Seattle Center Coliseum 6,146	13–17
31	December 13	Cincinnati	W 126–110	Dick Van Arsdale (31)	Jim Fox (12)	Gail Goodrich (12)	Arizona Veterans Memorial Coliseum 5,786	14–17
32	December 14	Cincinnati	L 130–137 (2OT)	Connie Hawkins (37)	Paul Silas (13)	Gail Goodrich (18)	Arizona Veterans Memorial Coliseum 7,075	14–18
33	December 16	Philadelphia	L 119–141	Jerry Chambers (23)	Jim Fox , Paul Silas (10)	Gail Goodrich , Art Harris (8)	Arizona Veterans Memorial Coliseum 5,268	14–19
34	December 20	@ Detroit	L 113–114	Dick Van Arsdale (30)	Paul Silas (12)	Paul Silas (6)	Cobo Arena 5,021	14–20
35	December 21	@ Milwaukee	L 111–118	Connie Hawkins (28)	Paul Silas (16)	Gail Goodrich (12)	Milwaukee Arena 10,201	14–21
36	December 25	Boston	W 127–116	Jim Fox (31)	Paul Silas (18)	Gail Goodrich (14)	Arizona Veterans Memorial Coliseum 10,137	15–21
37	December 28	New York	L 116–135	Connie Hawkins (31)	Paul Silas (12)	Gail Goodrich (11)	Arizona Veterans Memorial Coliseum 11,286	15–22
