Place	Player	Country	Score	To par
T1	Vijay Singh	Fiji	70-66-67=203	−7
T1	Steve Stricker	United States	69-68-66=203	−7
T3	Steve Elkington	Australia	69-69-69=207	−3
T3	Davis Love III	United States	70-68-69=207	−3
T3	Billy Mayfair	United States	73-67-67=207	−3
T6	Skip Kendall	United States	72-68-68=208	−2
T6	Frank Lickliter	United States	68-71-69=208	−2
T6	Mark O'Meara	United States	69-70-69=208	−2
T6	Tiger Woods	United States	66-72-70=208	−2
T10	Robert Allenby	Australia	72-68-69=209	−1
T10	John Cook	United States	71-68-70=209	−1
T10	Scott Gump	United States	68-69-72=209	−1
T10	John Huston	United States	70-71-68=209	−1
T10	Greg Kraft	United States	71-73-65=209	−1
