Res.	Record	Opponent	Method	Event	Round	Time	Location
Win	29-21-1	Igor Sliusarchuk	Submission (rear-naked choke)	Global Fight Club - GFC Challenge	1	3:03	Krasnodar , Krasnodar Krai , Russia
Win	28-21-1	Terry Martin	TKO (punches)	KSW 21	2	4:08	Warsaw , Poland
Win	27–21–1	Antoni Chmielewski	TKO (punches)	KSW XIX	3	2:19	Łódź , Poland
Loss	26–21–1	Thales Leites	Submission (arm-triangle choke)	Amazon Forest Combat 2	2	4:39	Manaus , Amazonas , Brazil
Loss	26–20–1	Michał Materla	Decision (unanimous)	KSW 17	3	3:00	Łódź , Poland
Loss	26–19–1	Jake Rosholt	Decision (unanimous)	Shark Fights 17: Horwich vs. Rosholt 2	3	5:00	Frisco, Texas , United States
Loss	26–18–1	Danillo Villefort	Decision (unanimous)	Shark Fights 14: Horwich vs. Villefort	3	5:00	Lubbock, Texas , United States
Win	26-17-1	Jake Rosholt	TKO (punches)	Xtreme Fight Night - Rosholt vs. Horwich	3	2:56	Tulsa, Oklahoma , United States
Loss	25–17–1	Eric Schambari	Decision (split)	Bellator 28	3	5:00	New Orleans, Louisiana , United States
Win	25–16–1	Thales Leites	Submission (rear-naked choke)	Powerhouse World Promotions: War on the Mainland	4	0:44	Irvine, California , United States
Loss	24–16–1	Tom Watson	Decision (unanimous)	BAMMA 3	5	5:00	Birmingham , England
Loss	24–15–1	Jason MacDonald	Decision (unanimous)	LGIO MMA 1: MacDonald vs Horwich	3	5:00	Edmonton, Alberta , Canada
Win	24-14-1	Jason Lambert	Decision (split)	AMMA 1: First Blood	3	5:00	Edmonton, Alberta , Canada
Loss	23–14–1	Bryan Baker	Decision (unanimous)	Bellator 10	3	5:00	Ontario, California , United States
Loss	23–13–1	Ricardo Almeida	Decision (unanimous)	UFC Fight Night: Condit vs. Kampmann	3	5:00	Nashville, Tennessee , United States
Loss	23–12–1	Dan Miller	Decision (unanimous)	UFC 90	3	5:00	Rosemont, Illinois , United States
Win	23–11–1	Joey Guel	Decision (unanimous)	IFL: Mohegan Sun	3	4:00	Uncasville, Connecticut , United States
Loss	22–11–1	Ryan McGivern	Decision(unanimous)	IFL: Vegas	5	4:00	Las Vegas, Nevada , United States
Win	22–10–1	Benji Radach	KO (punch)	IFL: World Grand Prix Finals	2	1:58	Uncasville, Connecticut , United States
Win	21–10–1	Brian Foster	Submission (armbar)	IFL: World Grand Prix Semifinals	1	3:59	Chicago, Illinois , United States
Win	20–10–1	Kazuhiro Hamanaka	KO (head kick)	IFL: Everett	1	2:07	Everett, Washington , United States
Loss	19–10–1	Jamal Patterson	Submission (guillotine choke)	IFL: Connecticut	1	0:37	Uncasville, Connecticut , United States
Win	19–9–1	Brent Beauparlant	Submission (kimura)	IFL: Atlanta	2	0:28	Atlanta, Georgia , United States
Loss	18–9–1	Ryan McGivern	Decision (unanimous)	IFL: Championship Final	3	4:00	Uncasville, Connecticut , United States
