Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 1	Charlotte	W 89–73 (OT)	David West (22)	Emeka Okafor (13)	Chris Paul (14)	New Orleans Arena 10,866	13–5
19	December 3	New York	L 92–100 (OT)	Trevor Ariza (21)	Emeka Okafor (14)	Chris Paul (10)	New Orleans Arena 14,020	13–6
20	December 5	@ San Antonio	L 84–109 (OT)	Chris Paul (16)	Chris Paul , Jason Smith , David West (5)	Chris Paul (8)	AT&T Center 17,571	13–7
21	December 8	Detroit	W 93–74 (OT)	David West (25)	Trevor Ariza , Jason Smith (7)	Chris Paul (14)	New Orleans Arena 10,823	14–7
22	December 10	Oklahoma City	L 92–97 (OT)	David West (24)	David West (13)	Chris Paul (7)	New Orleans Arena 14,428	14–8
23	December 12	@ Philadelphia	L 70–88 (OT)	Chris Paul (25)	Trevor Ariza (10)	Chris Paul (3)	Wells Fargo Center 13,884	14–9
24	December 13	@ Miami	L 84–96 (OT)	David West (26)	David West (12)	Chris Paul (5)	American Airlines Arena 19,600	14–10
25	December 15	Sacramento	W 94–91 (OT)	Chris Paul (22)	Emeka Okafor , David West (9)	Chris Paul (11)	New Orleans Arena 13,325	15–10
26	December 17	Utah	W 100–71 (OT)	David West (23)	Emeka Okafor (11)	Chris Paul (10)	New Orleans Arena 14,414	16–10
27	December 19	@ Detroit	L 108–111 (OT)	David West (32)	Emeka Okafor (12)	Chris Paul (10)	The Palace of Auburn Hills 16,452	16–11
28	December 20	@ Indiana	L 93–94 (OT)	Emeka Okafor (19)	Emeka Okafor (15)	Jarrett Jack (6)	Conseco Fieldhouse 12,271	16–12
29	December 22	New Jersey	W 105–91 (OT)	Emeka Okafor (21)	Emeka Okafor (10)	Chris Paul (14)	New Orleans Arena 15,423	17–12
30	December 26	Atlanta	W 93–86 (OT)	Chris Paul (22)	Emeka Okafor (15)	Chris Paul (8)	New Orleans Arena 15,626	18–12
31	December 27	@ Minnesota	L 98–113 (OT)	David West (23)	Emeka Okafor (8)	Chris Paul (13)	Target Center 11,679	18–13
32	December 29	L.A. Lakers	L 88–103 (OT)	Chris Paul (20)	Emeka Okafor (7)	Chris Paul (7)	New Orleans Arena 18,018	18–14
