#	Player	Country	Score	To par	Winnings ($)	After	Before
1	Matt Kuchar	United States	68-69-69-66=272	–12	1350000	1	9
2	Martin Laird	Scotland	69-67-65-71=272	–12	810000	3	95
T3	Kevin Streelman	United States	72-63-71-68=274	–10	435000	18	102
T3	Steve Stricker	United States	70-70-68-66=274	–10	435000	2	2
T5	Jason Day	Australia	67-67-70-71=275	–9	263438	14	28
T5	Ryan Palmer	United States	66-74-66-69=275	–9	263438	13	23
T5	Rory Sabbatini	South Africa	68-74-69-64=275	–9	263438	33	60
T5	Vaughn Taylor	United States	65-70-71-69=275	–9	263438	21	38
T9	Dustin Johnson	United States	71-69-64-72=276	–8	202500	6	11
T9	Adam Scott	Australia	66-71-68-71=276	–8	202500	19	32
