Driver	Constructor	Laps	Time/Retired	Grid
Gerhard Berger	Benetton - Renault	45	1:20:59.046	1
Michael Schumacher	Ferrari	45	+17.527	4
Mika Häkkinen	McLaren - Mercedes	45	+24.770	3
Jarno Trulli	Prost - Mugen-Honda	45	+27.165	11
Ralf Schumacher	Jordan - Peugeot	45	+29.995	7
Jean Alesi	Benetton - Renault	45	+34.717	6
Shinji Nakano	Prost - Mugen-Honda	45	+1:19.722	17
Damon Hill	Arrows - Yamaha	44	+1 Lap	13
Norberto Fontana	Sauber - Petronas	44	+1 Lap	18
Jos Verstappen	Tyrrell - Ford	44	+1 Lap	20
Giancarlo Fisichella	Jordan - Peugeot	40	Radiator	2
Rubens Barrichello	Stewart - Ford	33	Engine	12
Mika Salo	Tyrrell - Ford	33	Clutch	19
Jacques Villeneuve	Williams - Renault	33	Spun off	9
Jan Magnussen	Stewart - Ford	27	Engine	15
Ukyo Katayama	Minardi - Hart	23	Out of fuel	22
Johnny Herbert	Sauber - Petronas	8	Collision	14
Pedro Diniz	Arrows - Yamaha	8	Collision	16
David Coulthard	McLaren - Mercedes	1	Transmission	8
Heinz-Harald Frentzen	Williams - Renault	1	Collision	5
Eddie Irvine	Ferrari	1	Collision	10
Tarso Marques	Minardi - Hart	0	Gearbox	21
