Place	Player	Country	Score	To par
1	Mike Weir	Canada	70-68=138	–6
2	Darren Clarke	Northern Ireland	66-76=142	–2
T3	Ricky Barnes (a)	United States	69-74=143	–1
T3	Phil Mickelson	United States	73-70=143	–1
T5	Brad Faxon	United States	73-71=144	E
T5	Paul Lawrie	Scotland	72-72=144	E
T5	José María Olazábal	Spain	73-71=144	E
T5	Vijay Singh	Fiji	73-71=144	E
T5	David Toms	United States	71-73=144	E
T10	Jonathan Byrd	United States	74-71=145	+1
T10	K. J. Choi	South Korea	76-69=145	+1
T10	Ernie Els	South Africa	79-66=145	+1
T10	Jim Furyk	United States	73-72=145	+1
T10	Charles Howell III	United States	73-72=145	+1
T10	Jeff Maggert	United States	72-73=145	+1
T10	Hunter Mahan (a)	United States	73-72=145	+1
T10	Billy Mayfair	United States	75-70=145	+1
T10	Nick Price	Zimbabwe	70-75=145	+1
T10	John Rollins	United States	74-71=145	+1
T10	Phil Tataurangi	New Zealand	75-70=145	+1
