Week	Date	Opponent	Result	Attendance
1	September 12, 1999	Pittsburgh Steelers	L 43–0	73,138
2	September 19, 1999	at Tennessee Titans	L 26–9	65,904
3	September 26, 1999	at Baltimore Ravens	L 17–10	68,803
4	October 3, 1999	New England Patriots	L 19–7	72,368
5	October 10, 1999	Cincinnati Bengals	L 18–17	73,048
6	October 17, 1999	at Jacksonville Jaguars	L 24–7	62,047
7	October 24, 1999	at St. Louis Rams	L 34–3	65,866
8	October 31, 1999	at New Orleans Saints	W 21–16	48,817
9	November 7, 1999	Baltimore Ravens	L 41–9	72,898
10	November 14, 1999	at Pittsburgh Steelers	W 16–15	58,213
11	November 21, 1999	Carolina Panthers	L 31–17	72,818
12	November 28, 1999	Tennessee Titans	L 33–21	72,008
13	December 5, 1999	at San Diego Chargers	L 23–10	53,147
14	December 12, 1999	at Cincinnati Bengals	L 44–28	59,972
15	December 19, 1999	Jacksonville Jaguars	L 24–14	72,038
16	December 26, 1999	Indianapolis Colts	L 29–28	72,618
