Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 2	Milwaukee	L 86–94 (OT)	Quentin Richardson (28)	Zach Randolph (13)	Nate Robinson , Jamal Crawford (4)	Madison Square Garden 18,190	1–2
4	November 5	Charlotte	W 101–98 (OT)	Zach Randolph (25)	Zach Randolph (13)	Chris Duhon (6)	Madison Square Garden 17,977	2–2
5	November 7	@ Washington	W 114–108 (OT)	Jamal Crawford (23)	Zach Randolph (13)	Chris Duhon (12)	Verizon Center 20,173	3–2
6	November 9	Utah	W 107–99 (OT)	Jamal Crawford (32)	Zach Randolph (14)	Chris Duhon (9)	Madison Square Garden 19,344	4–2
7	November 11	@ San Antonio	L 80–92 (OT)	Jamal Crawford (28)	Zach Randolph (13)	Chris Duhon (7)	AT&T Center 16,569	4–3
8	November 12	@ Memphis	W 132–103 (OT)	Wilson Chandler (27)	Zach Randolph (10)	Jamal Crawford (8)	FedExForum 10,129	5–3
9	November 14	Oklahoma City	W 116–106 (OT)	Jamal Crawford , Zach Randolph (29)	Zach Randolph (19)	Chris Duhon (8)	Madison Square Garden 18,008	6–3
10	November 16	Dallas	L 114–124 (OT)	Zach Randolph (27)	Zach Randolph (18)	Chris Duhon (12)	Madison Square Garden 19,271	6–4
11	November 18	@ Boston	L 101–110 (OT)	Wilson Chandler (23)	Zach Randolph (8)	Chris Duhon (5)	TD Banknorth Garden 18,624	6–5
12	November 21	@ Milwaukee	L 87–104 (OT)	Chris Duhon (20)	David Lee (12)	Chris Duhon , Nate Robinson , Wilson Chandler (4)	Bradley Center 14,898	6–6
13	November 22	Washington	W 122–117 (OT)	Quentin Richardson (34)	Quentin Richardson , David Lee (12)	Chris Duhon (11)	Madison Square Garden 19,763	7–6
14	November 25	Cleveland	L 101–119 (OT)	Quentin Richardson (22)	David Lee (13)	Chris Duhon (6)	Madison Square Garden 19,763	7–7
15	November 26	@ Detroit	L 96–110 (OT)	Al Harrington (25)	David Lee (15)	Chris Duhon (9)	The Palace of Auburn Hills 22,076	7–8
