Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 2	@ Dallas	L 98–100 (OT)	Zach Randolph (27)	Marcus Camby (15)	Baron Davis (6)	American Airlines Center 19,670	3–14
18	December 3	@ Houston	L 96–103 (OT)	Al Thornton (24)	Zach Randolph , Marcus Camby (11)	Baron Davis (9)	Toyota Center 15,358	3–15
19	December 5	@ Memphis	L 81–93 (OT)	Baron Davis (23)	Marcus Camby (10)	Baron Davis (8)	FedExForum 10,484	3–16
20	December 6	@ Minnesota	W 107–84 (OT)	Baron Davis (27)	Marcus Camby (19)	Baron Davis (9)	Target Center 10,863	4–16
21	December 8	Orlando	L 88–95 (OT)	Baron Davis (27)	Marcus Camby (17)	Baron Davis (7)	Staples Center 15,222	4–17
22	December 12	@ Portland	W 120–112 (2OT)	Zach Randolph (38)	Marcus Camby (13)	Baron Davis (6)	Rose Garden 20,558	5–17
23	December 13	Houston	W 95–82 (OT)	Zach Randolph (30)	Zach Randolph , Marcus Camby (13)	Baron Davis (9)	Staples Center 16,203	6–17
24	December 16	@ Oklahoma City	W 98–88 (OT)	Eric Gordon , Zach Randolph (22)	Marcus Camby (15)	Baron Davis (7)	Ford Center 18,275	7–17
25	December 17	@ Chicago	L 109–115 (OT)	Zach Randolph (30)	Marcus Camby (27)	Baron Davis (12)	United Center 20,102	7–18
26	December 19	@ Indiana	W 117–109 (2OT)	Zach Randolph (34)	Zach Randolph (16)	Baron Davis (11)	Conseco Fieldhouse 12,653	8–18
27	December 20	@ Milwaukee	L 85–119 (OT)	Al Thornton (20)	Marcus Camby (11)	Jason Hart (7)	Bradley Center 15,014	8–19
28	December 22	Toronto	L 75–97 (OT)	Eric Gordon , Zach Randolph (19)	Al Thornton (9)	Baron Davis (9)	Staples Center 16,094	8–20
29	December 28	Dallas	L 76–98 (OT)	Al Thornton , Marcus Camby (16)	Marcus Camby (12)	Baron Davis (9)	Staples Center 16,685	8–21
30	December 30	@ Sacramento	L 90–92 (OT)	Eric Gordon (24)	Marcus Camby (24)	Marcus Camby , Baron Davis (4)	ARCO Arena 11,420	8–22
31	December 31	Philadelphia	L 92–100 (OT)	Al Thornton (24)	Marcus Camby (17)	Baron Davis (8)	Staples Center 14,021	8–23
