Race Name	Circuit	Date	Winning driver	Constructor	Report
III Gran Premio di Siracusa	Syracuse	22 March	Toulo de Graffenried	Maserati	Report
XIV Pau Grand Prix	Pau	6 April	Alberto Ascari	Ferrari	Report
V Lavant Cup	Goodwood	6 April	Toulo de Graffenried	Maserati	Report
II Aston Martin Owners Club F2 Race	Snetterton	18 April	Eric Thompson	Connaught - Lea Francis	Report
III Grand Prix de Bordeaux	Bordeaux	3 May	Alberto Ascari	Ferrari	Report
I Strassen-Rennen Karl-Marx-Stadt	Karl-Marx-Stadt	3 May	Rudolf Krause	BMW - Reif	Report
V BRDC International Trophy	Silverstone	9 May	Mike Hawthorn	Ferrari	Report
XV Eläintarhanajot	Eläintarharata	10 May	Rodney Nuckey	Cooper - Bristol	Report
VI Gran Premio di Napoli	Posillipo	10 May	Giuseppe Farina	Ferrari	Report
VII Ulster Trophy	Dundrod	16 May	Mike Hawthorn	Ferrari	Report
I Winfield JC Formula 2 Race	Charterhall	23 May	Ken Wharton	Cooper - Climax	Report
III Coronation Trophy	Crystal Palace	23 May	Tony Rolt	Connaught - Lea Francis	Report
XXIII Grand Prix des Frontières	Chimay	24 May	Maurice Trintignant	Gordini	Report
I Snetterton Coronation Trophy	Snetterton	30 May	Tony Rolt	Connaught - Lea Francis	Report
XVII Internationales ADAC Eifelrennen	Nürburgring	31 May	Toulo de Graffenried	Maserati	Report
XV Grand Prix de l'Albigeois	Albi	31 May	Louis Rosier	Ferrari	Report
I Coupe de Printemps	Montlhéry	31 May	Marcel Balsa	BMW	Report
I Paul Greifzu Gedachtnisrennen	Dessau	7 June	Edgar Barth	EMW	Report
II West Essex CC Race	Snetterton	27 June	Kenneth McAlpine	Connaught - Lea Francis	Report
I Midlands MECC Race	Silverstone	27 June	Tony Crook	Cooper - Alta	Report
III Grand Prix de Rouen-les-Essarts	Rouen-les-Essarts	28 June	Giuseppe Farina	Ferrari	Report
IV Strassen-rennen Halle-Saale-Schleife	Halle-Saale-Schleife	5 July	Edgar Barth	EMW	Report
I Crystal Palace Trophy	Crystal Palace	11 July	Tony Rolt	Connaught - Lea Francis	Report
IX Internationales Avusrennen	AVUS	12 July	Jacques Swaters	Ferrari	Report
II United States Air Force Trophy	Snetterton	25 July	Tony Rolt	Connaught - Lea Francis	Report
V Circuit du Lac	Aix-les-Bains	26 July	Élie Bayol	OSCA	Report
I Dresden Autobahnspinne	Dresden-Hellerau	26 July	Edgar Barth	EMW	Report
I Bristol MC & LCC Race	Thruxton	3 August	Tony Rolt	Connaught - Lea Francis	Report
I Mid-Cheshire MC Race	Oulton Park	8 August	Tony Rolt	Connaught - Lea Francis	Report
III Grand Prix de Sables d'Olonne	Les Sables-d'Olonne	9 August	Louis Rosier	Ferrari	Report
II Newcastle Journal Trophy	Charterhall	15 August	Ken Wharton	Cooper - Bristol	Report
V Circuit de Cadours	Cadours	30 August	Maurice Trintignant	Gordini	Report
V Sachsenringrennen	Sachsenring	6 September	Edgar Barth	EMW - BMW	Report
I RedeX Trophy	Snetterton	12 September	Eric Thompson	Connaught - Lea Francis	Report
III Skarpnäcksloppet	Skarpnäck	13 September	Erik Lundgren	Ford	Report
I London Trophy	Crystal Palace	19 September	Stirling Moss	Cooper - Alta	Report
IV Gran Premio di Modena	Modena	20 September	Juan Manuel Fangio	Maserati	Report
VI Madgwick Cup	Goodwood	26 September	Roy Salvadori	Connaught - Lea Francis	Report
II Bernau Autobahnschleife	Bernau	27 September	Artur Rosenhammer	EMW	Report
II Joe Fry Memorial Trophy	Castle Combe	3 October	Bob Gerard	Cooper - Bristol	Report
I Curtis Trophy	Snetterton	17 October	Bob Gerard	Cooper - Bristol	Report
