Driver	Constructor	Laps	Time/Retired	Grid
Kimi Räikkönen	Ferrari	56	1:37:58.395	2
Fernando Alonso	McLaren - Mercedes	56	+9.806	4
Felipe Massa	Ferrari	56	+12.891	3
Sebastian Vettel	Toro Rosso - Ferrari	56	+53.509	17
Jenson Button	Honda	56	+1:08.666	10
Vitantonio Liuzzi	Toro Rosso - Ferrari	56	+1:13.673	11
Nick Heidfeld	BMW Sauber	56	+1:14.224	8
David Coulthard	Red Bull - Renault	56	+1:20.750	5
Heikki Kovalainen	Renault	56	+1:21.186	13
Mark Webber	Red Bull - Renault	56	+1:24.685	7
Giancarlo Fisichella	Renault	56	+1:26.683	18
Alexander Wurz	Williams - Toyota	55	+1 Lap	19
Jarno Trulli	Toyota	55	+1 Lap	12
Takuma Sato	Super Aguri - Honda	55	+1 Lap	20
Rubens Barrichello	Honda	55	+1 Lap	16
Nico Rosberg	Williams - Toyota	54	+2 Laps	15
Sakon Yamamoto	Spyker - Ferrari	53	+3 Laps	22
Robert Kubica	BMW Sauber	33	Hydraulics	9
Lewis Hamilton	McLaren - Mercedes	30	Beached in gravel	1
Ralf Schumacher	Toyota	25	Spun off	6
Adrian Sutil	Spyker - Ferrari	24	Accident	21
Anthony Davidson	Super Aguri - Honda	11	Brakes	14
