Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	Orlando	W 101–93 (OT)	Derrick Rose (30)	Taj Gibson (12)	Derrick Rose (7)	United Center 21,162	14–17
32	January 4	Oklahoma	L 85–98 (OT)	Derrick Rose (19)	Joakim Noah (14)	Derrick Rose , Kirk Hinrich (7)	United Center 18,838	14–18
33	January 5	@ Charlotte	L 108–113 (OT)	Derrick Rose (24)	Luol Deng (9)	Derrick Rose (9)	Time Warner Cable Arena 13,749	14–19
34	January 8	@ Milawaukee	L 93–96 (OT)	Derrick Rose (25)	Joakim Noah (18)	Derrick Rose (9)	Bradley Center 18,717	14–20
35	January 9	Minnesota	W 110–96 (OT)	Joakim Noah , Kirk Hinrich (20)	Joakim Noah , Taj Gibson (9)	Derrick Rose , Kirk Hinrich (7)	United Center 20,255	15–20
36	January 11	Detroit	W 120–87 (OT)	Luol Deng (27)	Joakim Noah (11)	Derrick Rose (9)	United Center 21,014	16–20
37	January 14	@ Boston	W 96–83 (OT)	Luol Deng (25)	Joakim Noah (11)	Kirk Hinrich (6)	TD Garden 18,624	17–20
38	January 15	Washington	W 121–119 (2OT)	Derrick Rose (37)	Joakim Noah (15)	Derrick Rose (6)	United Center 20,304	18–20
39	January 18	@ Golden State	L 97–114 (OT)	John Salmons (37)	Joakim Noah (16)	Derrick Rose , John Salmons , Jannero Pargo (4)	Oracle Arena 19,208	18–21
40	January 20	@ L.A. Clippers	L 97–104 (OT)	Derrick Rose (23)	Joakim Noah (15)	Derrick Rose (7)	Staples Center 16,794	18–22
41	January 22	@ Phoenix	W 115–104 (OT)	Derrick Rose (32)	Joakim Noah , Taj Gibson (8)	Derrick Rose , Kirk Hinrich (5)	US Airways Center 18422	19–22
42	January 23	@ Houston	W 104–97 (OT)	Brad Miller (25)	Taj Gibson (14)	Kirk Hinrich (7)	Toyota Center 18,119	20–22
43	January 25	@ San Antonio	W 98–95 (OT)	Derrick Rose (27)	Luol Deng (9)	Derrick Rose (6)	AT&T Center 18,581	21–22
44	January 27	@ Oklahoma	W 96–86 (OT)	Derrick Rose (26)	Taj Gibson (15)	Derrick Rose (7)	Ford Center 17,562	22–22
