Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
60	March 1	Portland	L 81–91 (OT)	Vince Carter (25)	Antonio Davis , Hakeem Olajuwon (8)	Chris Childs (7)	Air Canada Centre 19,800	29–31
61	March 3	Philadelphia	L 84–96 (OT)	Antonio Davis (26)	Antonio Davis (9)	Alvin Williams (6)	Air Canada Centre 19,800	29–32
62	March 5	@ Houston	L 109–112 (OT)	Vince Carter (43)	Vince Carter , Hakeem Olajuwon (7)	Alvin Williams (9)	Compaq Center 14,221	29–33
63	March 7	@ Dallas	L 103–122 (OT)	Vince Carter (19)	Keon Clark , Antonio Davis (15)	Alvin Williams (7)	American Airlines Center 19,945	29–34
64	March 8	@ Miami	W 83–74 (OT)	Antonio Davis (23)	Antonio Davis (10)	Chris Childs (6)	American Airlines Arena 16,500	30–34
65	March 10	@ Orlando	L 79–92 (OT)	Vince Carter (16)	Antonio Davis (12)	Chris Childs (7)	TD Waterhouse Centre 16,171	30–35
66	March 12	@ New Jersey	L 84–86 (OT)	Antonio Davis (27)	Antonio Davis , Jerome Williams (13)	Vince Carter (4)	Continental Airlines Arena 16,105	30–36
67	March 17	Sacramento	L 113–116 (OT)	Vince Carter (22)	Hakeem Olajuwon (13)	Chris Childs (7)	Air Canada Centre 19,800	30–37
68	March 19	@ Minnesota	L 80–112 (OT)	Morris Peterson (19)	Antonio Davis (13)	Alvin Williams (7)	Target Center 17,010	30–38
69	March 22	@ Cleveland	W 94–80 (OT)	Morris Peterson (18)	Keon Clark (10)	Alvin Williams (4)	Gund Arena 17,847	31–38
70	March 24	Washington	W 92–91 (OT)	Morris Peterson (26)	Antonio Davis (9)	Alvin Williams (9)	Air Canada Centre 19,800	32–38
71	March 27	Miami	W 81–80 (OT)	Morris Peterson (21)	Antonio Davis , Jerome Williams (10)	Chris Childs (6)	Air Canada Centre 19,800	33–38
72	March 28	@ Atlanta	W 85–83 (OT)	Antonio Davis , Morris Peterson (15)	Antonio Davis (9)	Chris Childs (7)	Philips Arena 12,036	34–38
