Date	Opponent	Score	Loss	Attendance	Record
May 1	Detroit Tigers	3-17	Swift (2-1)	28,827	12-16
May 2	Detroit Tigers	4-0	Thompson (1-4)	48,630	13-16
May 3	Detroit Tigers	10-6	Castillo (0-1)	44,488	14-16
May 5	Chicago White Sox	8-1	Eyre (1-4)	22,760	15-16
May 6	Chicago White Sox	10-9	Castillo (0-2)	21,243	16-16
May 7	Toronto Blue Jays	0-6	Moyer (2-4)	24,129	16-17
May 8	Toronto Blue Jays	8-3	Williams (3-2)	29,920	17-17
May 9	Toronto Blue Jays	1-4	Swift (2-2)	49,851	17-18
May 10	Toronto Blue Jays	3-1	Guzman (1-5)	39,249	18-18
May 12	@ Detroit Tigers	4-2	Thompson (2-5)	11,659	19-18
May 13	@ Detroit Tigers	5-8	Cloude (3-2)	10,766	19-19
May 14	@ Chicago White Sox	3-5	Johnson (3-2)	15,007	19-20
May 15	@ Chicago White Sox	3-6	Swift (2-3)	16,127	19-21
May 16	@ Toronto Blue Jays	8-1	Guzman (1-6)	31,121	20-21
May 17	@ Toronto Blue Jays	3-4	Slocumb (1-3)	28,111	20-22
May 18	@ Toronto Blue Jays	9-4	Clemens (4-5)	28,125	21-22
May 19	@ Texas Rangers	4-10	Johnson (3-3)	37,258	21-23
May 20	@ Texas Rangers	7-8	Timlin (1-3)	29,454	21-24
May 21	@ Texas Rangers	8-9	Ayala (0-3)	34,613	21-25
May 22	Tampa Bay Devil Rays	2-5	Moyer (2-5)	29,522	21-26
May 23	Tampa Bay Devil Rays	3-6	Ayala (0-4)	35,819	21-27
May 24	Tampa Bay Devil Rays	3-1	Springer (1-8)	46,867	22-27
May 25	Baltimore Orioles	12-4	Rodriguez (0-2)	28,375	23-27
May 26	Baltimore Orioles	3-8	Fassero (5-2)	31,164	23-28
May 28	@ Tampa Bay Devil Rays	5-2	Johnson (2-2)	27,017	24-28
May 29	@ Tampa Bay Devil Rays	6-2	Saunders (1-5)	32,142	25-28
May 30	@ Tampa Bay Devil Rays	2-5	Cloude (3-3)	40,212	25-29
May 31	@ Tampa Bay Devil Rays	11-6	White (0-1)	35,184	26-29
