Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 2	@ Golden State	W 107–101 (OT)	Jason Richardson (25)	Channing Frye (10)	Steve Nash (16)	Oracle Arena 18,328	9–9
19	December 3	Indiana	W 105–97 (OT)	Channing Frye (29)	Goran Dragić (6)	Steve Nash (11)	US Airways Center 18,422	10–9
20	December 5	Washington	W 125–108 (OT)	Hakim Warrick (26)	Earl Barron (8)	Steve Nash (17)	US Airways Center 17,430	11–9
21	December 7	@ Portland	L 99–106 (OT)	Steve Nash (24)	Grant Hill (8)	Steve Nash (14)	Rose Garden 20,151	11–10
22	December 8	Memphis	L 98–104 (OT)	Goran Dragić (17)	Josh Childress , Channing Frye , Hedo Türkoğlu (7)	Steve Nash (7)	US Airways Center 16,288	11–11
23	December 10	Portland	L 94–101 (OT)	Steve Nash (24)	Channing Frye , Steve Nash (7)	Steve Nash (5)	US Airways Center 17,284	11–12
24	December 15	Minnesota	W 128–122 (OT)	Jason Richardson (29)	Channing Frye (9)	Steve Nash (19)	US Airways Center 16,997	12–12
25	December 17	@ Dallas	L 91–106 (OT)	Hakim Warrick (15)	Channing Frye , Hakim Warrick (14)	Goran Dragić (10)	American Airlines Center 20,406	12–13
26	December 19	@ Oklahoma City	W 113–110 (OT)	Grant Hill (30)	Grant Hill (11)	Steve Nash (10)	Oklahoma City Arena 18,203	13–13
27	December 20	@ San Antonio	L 110–118 (OT)	Jared Dudley (27)	Robin Lopez (7)	Steve Nash (10)	AT&T Center 18,581	13–14
28	December 23	Miami	L 83–95 (OT)	Jared Dudley (33)	Jared Dudley (12)	Steve Nash (18)	US Airways Center 18,422	13–15
29	December 26	@ L.A. Clippers	L 103–108 (OT)	Mickaël Piétrus (25)	Grant Hill (7)	Steve Nash (15)	Staples Center 19,060	13–16
30	December 29	Philadelphia	L 110–123 (OT)	Steve Nash (23)	Marcin Gortat (6)	Steve Nash (15)	US Airways Center 18,422	13–17
