Date	Opponent	Score	Loss	Attendance	Record
April 1	Twins	3 - 2	Tewksbury (0-1)	41,387	1-0
April 2	Twins	3 - 2	Escobar (0-1)	25,584	1-1
April 3	Rangers	5 - 0	Guzmán (0-1)	25,509	1-2
April 4	Rangers	9 - 2	Oliver (0-1)	30,156	2-2
April 5	Rangers	6 - 5	Risley (0-1)	28,106	2-3
April 7	@ Twins	12 - 2	Clemens (1-1)	8,421	2-4
April 8	@ Twins	9 - 6	Hawkins (0-1)	8,532	3-4
April 9	@ Twins	13 - 2	Guzmán (0-2)	9,075	3-5
April 10	@ Rangers	4 - 3	Plesac (0-1)	32,314	3-6
April 11	@ Rangers	9 - 8	Oliver (0-2)	37,520	4-6
April 12	@ Rangers	3 - 1	Quantrill (0-1)	28,435	4-7
April 13	@ Royals	11 - 1	Hentgen (1-1)	11,749	4-8
April 14	@ Royals	5 - 1	Rapp (0-1)	11,194	5-8
April 15	@ Royals	7 - 3	Williams (1-1)	11,316	5-9
April 17	White Sox	6 - 1	Bere (0-3)	28,240	6-9
April 18	White Sox	9 - 4	Navarro (1-2)	29,065	7-9
April 19	White Sox	5 - 4 (12)	Castillo (0-1)	31,265	8-9
April 20	Yankees	3 - 2 (11)	Risley (0-2)	26,385	8-10
April 21	Yankees	5 - 3 (10)	Plesac (0-2)	27,192	8-11
April 22	Yankees	9 - 1	Clemens (2-2)	29,164	8-12
April 24	@ White Sox	3 - 1	Navarro (1-3)	14,198	9-12
April 25	@ White Sox	8 - 1	Guzmán (1-3)	14,457	9-13
April 26	@ White Sox	5 - 5 (6)	Postponed (rain) Rescheduled for July 15	13,705	9-13
April 27	@ Yankees	1 - 0	Clemens (2-3)	17,863	9-14
April 28	@ Yankees	5 - 2	Mendoza (0-1)	18,727	10-14
April 29	Royals	7 - 2	Hentgen (3-2)	25,644	10-15
April 30	Royals	7 - 4	Guzmán (1-4)	26,690	10-16
