Date	Opponent	Score	Loss	Attendance	Record
September 1	Padres	5 - 6	Davis (1-1)	24,785	65-69
September 2	Padres	12 - 2	Lawrence (7-14)	18,231	66-69
September 3	Padres	1 - 6	Obermueller (1-3)	32,022	66-70
September 4	Padres	3 - 2	Otsuka (1-6)	20,042	67-70
September 5	@ Reds	6 - 1	Belisle (3-7)	16,144	68-70
September 6	@ Reds	1 - 2 (10)	de la Rosa (2-2)	13,351	68-71
September 7	@ Reds	14 - 5	Milton (7-14)	15,886	69-71
September 9	Astros	7 - 4	Clemens (11-7)	18,130	70-71
September 10	Astros	5 - 7	Ohka (10-8)	24,437	70-72
September 11	Astros	4 - 2	Oswalt (17-12)	17,392	71-72
September 13	@ Diamondbacks	3 - 1	Vázquez (10-15)	23,708	72-72
September 14	@ Diamondbacks	1 - 2 (12)	Lehr (0-1)	23,793	72-73
September 15	@ Diamondbacks	14 - 2	Estes (7-8)	20,741	73-73
September 16	@ Astros	1 - 2	Eveland (1-1)	33,767	73-74
September 17	@ Astros	0 - 7	Obermueller (1-4)	37,756	73-75
September 18	@ Astros	1 - 6	Capuano (17-10)	35,052	73-76
September 20	Cubs	5 - 3	Williams (5-9)	30,136	74-76
September 21	Cubs	7 - 6	Van Buren (0-2)	30,049	75-76
September 22	Cubs	0 - 3	Helling (2-1)	31,137	75-77
September 23	Cardinals	9 - 6	Carpenter (21-5)	22,472	76-77
September 24	Cardinals	8 - 7	Mulder (16-8)	33,506	77-77
September 25	Cardinals	0 - 2	Davis (11-11)	20,150	77-78
September 26	Reds	12 - 9	Coffey (4-1)	14,412	78-78
September 27	Reds	6 - 2	Claussen (10-10)	28,031	79-78
September 28	Reds	4 - 11	Capuano (18-11)	21,181,	79-79
September 29	Reds	2 - 0	Milton (8-15)	13,173	80-79
September 30	@ Pirates	6 - 5	Vogelsong (2-2)	20,922	81-79
