Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
60	March 1	@ Minnesota	W 105–94 (OT)	Ron Artest (23)	Yao Ming , Luis Scola (11)	Aaron Brooks (10)	Target Center 13,716	38–22
61	March 3	Toronto	W 107–97 (OT)	Carl Landry (22)	Luis Scola (16)	Ron Artest , Aaron Brooks (5)	Toyota Center 16,291	39–22
62	March 4	@ Utah	L 94–101 (OT)	Ron Artest (25)	Yao Ming (7)	Yao Ming (6)	EnergySolutions Arena 19,911	39–23
63	March 6	Phoenix	W 116–112 (OT)	Aaron Brooks (30)	Yao Ming (13)	Yao Ming (6)	Toyota Center 18,045	40–23
64	March 8	Memphis	W 93–83 (OT)	Yao Ming (24)	Yao Ming (17)	Kyle Lowry (9)	Toyota Center 16,179	41–23
65	March 9	@ Denver	W 97–95 (OT)	Ron Artest (22)	Luis Scola (15)	Kyle Lowry (5)	Pepsi Center 16,020	42–23
66	March 11	L.A. Lakers	L 96–102 (OT)	Von Wafer (20)	Luis Scola (9)	Kyle Lowry (5)	Toyota Center 18,449	42–24
67	March 13	@ Charlotte	W 91–86 (OT)	Yao Ming (23)	Yao Ming (8)	Ron Artest , Shane Battier (4)	Time Warner Cable Arena 16,809	43–24
68	March 14	San Antonio	L 85–88 (OT)	Ron Artest (21)	Yao Ming (11)	Shane Battier (4)	Toyota Center 18,300	43–25
69	March 16	@ New Orleans	W 95–84 (OT)	Ron Artest (18)	Luis Scola (12)	Ron Artest , Von Wafer (5)	New Orleans Arena 17,723	44–25
70	March 18	Detroit	W 106–101 (2OT)	Yao Ming (31)	Yao Ming (15)	Shane Battier (5)	Toyota Center 18,275	45–25
71	March 20	Minnesota	W 107–88 (OT)	Ron Artest (20)	Luis Scola (9)	Ron Artest (6)	Toyota Center 17,456	46–25
72	March 22	@ San Antonio	W 87–85 (OT)	Ron Artest (24)	Luis Scola (17)	Luis Scola (4)	AT&T Center 18,797	47–25
73	March 24	@ Utah	L 86–99 (OT)	Aaron Brooks (20)	Yao Ming (13)	Ron Artest (7)	EnergySolutions Arena 19,911	47–26
74	March 28	L.A. Clippers	W 110–93 (OT)	Aaron Brooks , Yao Ming (21)	Yao Ming (15)	Kyle Lowry , Shane Battier (4)	Toyota Center 18,267	48–26
