Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 2	Raptors	W 146–115 (OT)	A. Horford (24)	Z. Pachulia (8)	J. Johnson (11)	Philips Arena 12,272	13-5
19	December 4	Knicks	L 107–114 (OT)	J. Johnson (29)	A. Horford (14)	J. Johnson (8)	Philips Arena 17,165	13-6
20	December 5	@ Mavricks	W 80–75 (OT)	J. Johnson (31)	M. Williams (15)	M. Bibby (6)	American Airlines Center 19,550	14-6
21	December 9	Bulls	W 118–83 (OT)	J. Crawford (29)	M. Williams (8)	J. Teague (8)	Philips Arena 16,808	15-6
22	December 11	@ Raptors	W 111–89 (OT)	J. Johnson (20)	J. Smith (8)	J. Teague (7)	Air Canada Centre 17,032	16-6
23	December 13	Nets	W 130–107 (OT)	M. Evans (22)	M. Evans (9) A. Horford (9)	J. Johnson (10)	Philips Arena 14,015	17-6
24	December 16	Grizzlies	W 110–97 (OT)	J. Johnson (26)	A. Horford (10)	J. Teague (6)	Philips Arena 13,013	18-6
25	December 18	Jazz	W 96–83 (OT)	J. Smith (16)	J. Johnson (9) A. Horford (9)	J. Johnson (7)	Philips Arena 17,501	19-6
26	December 19	@ Bulls	L 98–101 (OT) OT	J. Johnson (40)	A. Horford (12)	J. Johnson (4) M. Bibby (4)	United Center 21,381	19-7
27	December 22	@ Timberwolves	W 112–87 (OT)	J. Crawford (26)	A. Horford (11)	J. Johnson (6) M. Bibby (6)	Target Center 11,271	20-7
28	December 23	@ Nuggets	L 104–124 (OT)	J. Crawford (24)	A. Horford (11)	J. Johnson (9)	Pepsi Center 19,155	20-8
29	December 26	@ Pacers	W 110–98 (OT)	A. Horford (25)	A. Horford (25)	M. Bibby (8)	Conseco Fieldhouse 15,281	21-8
30	December 29	Cavaliers	L 84–95 (OT)	J. Crawford (26)	A. Horford (9)	M. Bibby (7)	Philips Arena 20,150	21-9
