Date	Opponent	Score	Loss	Attendance	Record
March 31	@ Reds	4 - 2	Harang (0-1)	42,498	1-0
April 2	@ Reds	6 - 5	Lyon (0-1)	14,016	1-1
April 3	@ Reds	3 - 2	Davis (0-1)	11,987	1-2
April 4	@ Rockies	8 - 1	Redman (0-1)	49,233	2-2
April 5	@ Rockies	7 - 2	Francis (0-1)	43,124	3-2
April 6	@ Rockies	5 - 2 (10)	Bowie (0-1)	42,865	4-2
April 7	Dodgers	9 - 3	Loaiza (0-2)	49,057	5-2
April 8	Dodgers	10 - 5	Billingsley (0-1)	28,973	6-2
April 9	Dodgers	4 - 3	Kuroda (1-1)	23,331	7-2
April 11	Rockies	8 - 2	Francis (0-2)	31,732	8-2
April 12	Rockies	10 - 3	Morales (0-1)	29,256	9-2
April 13	Rockies	13 - 5	González (0-1)	31,321	9-3
April 14	@ Giants	5 - 4	Qualls (0-1)	30,371	9-4
April 15	@ Giants	8 - 2	Correia (1-2)	30,068	10-4
April 16	@ Giants	4 - 1	Zito (0-4)	30,510	11-4
April 18	Padres	9 - 0	Maddux (2-1)	26,783	12-4
April 19	Padres	10 - 3	Thatcher (0-2)	39,726	13-4
April 20	Padres	9 - 4	Johnson (0-1)	28,090	13-5
April 21	Giants	4 - 2	Correia (1-3)	22,097	14-5
April 22	Giants	5 - 4	Zito (0-5)	25,074	15-5
April 23	@ Dodgers	8 - 3	Haren (3-1)	42,590	15-6
April 24	@ Dodgers	6 - 4	Billingsley (0-4)	38,350	16-6
April 25	@ Padres	5 - 1	Wolf (2-1)	31,340	17-6
April 26	@ Padres	8 - 7 (13)	Petit (0-1)	31,295	17-7
April 27	@ Padres	2 - 1	Peavy (3-1)	40,074	18-7
April 28	Astros	5 - 3	Sampson (1-3)	19,868	19-7
April 29	Astros	6 - 4	González (1-2)	20,241	19-8
April 30	Astros	8 - 7	Borkowski (0-2)	21,519	20-8
