Week	Date	Opponent	Result	Attendance
1	September 5, 1993	at Los Angeles Raiders	L 24-7	44,120
2	September 12, 1993	Chicago Bears	W 10-7	57,921
3	Bye	Bye	Bye	Bye
4	September 26, 1993	Green Bay Packers	W 15-13	61,746
5	October 3, 1993	at San Francisco 49ers	L 38-19	63,071
6	October 10, 1993	Tampa Bay Buccaneers	W 15-0	54,215
7	Bye	Bye	Bye	Bye
8	October 25, 1993	at Chicago Bears	W 19-12	64,677
9	October 31, 1993	Detroit Lions	L 30-27	53,428
10	November 7, 1993	San Diego Chargers	L 30-17	55,527
11	November 14, 1993	at Denver Broncos	W 26-23	67,329
12	November 21, 1993	at Tampa Bay Buccaneers	L 23-10	40,848
13	November 28, 1993	New Orleans Saints	L 17-14	53,030
14	December 5, 1993	at Detroit Lions	W 13-0	63,216
15	December 12, 1993	Dallas Cowboys	L 37-20	63,321
16	December 19, 1993	at Green Bay Packers (Milw)	W 21-17	54,773
17	December 26, 1993	Kansas City Chiefs	W 30-10	59,236
18	December 31, 1993	at Washington Redskins	W 14-9	42,836
