Date	Opponent	Score	Loss	Attendance	Record
August 1	@ Athletics	3 - 1 (10)	Koch (5-2)	17,469	55-53
August 2	@ Athletics	5 - 4	Guthrie (1-2)	26,473	55-54
August 3	Rangers	3 - 1	Rogers (10-9)	24,825	56-54
August 4	Rangers	10 - 8	Venafro (1-1)	23,518	57-54
August 5	Rangers	8 - 5	Davis (4-3)	26,143	58-54
August 6	Rangers	11 - 6	Escobar (7-12)	28,780	58-55
August 7	@ Royals	8 - 7	Loaiza (6-8)	17,533	58-56
August 8	@ Royals	6 - 1	Suzuki (5-7)	14,086	59-56
August 9	@ Royals	5 - 3	Trachsel (6-11)	14,198	59-57
August 10	@ Royals	15 - 7	Fussell (4-3)	18,188	60-57
August 11	@ Twins	9 - 4	Escobar (7-13)	13,360	60-58
August 12	@ Twins	6 - 3	Loaiza (6-9)	30,161	60-59
August 13	@ Twins	13 - 3	Radke (8-13)	25,656	61-59
August 15	Angels	8 - 4	Wells (17-5)	26,706	61-60
August 16	Angels	8 - 6	Pote (1-1)	32,497	62-60
August 18	Twins	3 - 2	Kinney (0-1)	23,074	63-60
August 19	Twins	5 - 1	Guthrie (1-3)	25,171	63-61
August 20	Twins	6 - 3	Carrasco (3-3)	32,627	64-61
August 22	Royals	7 - 5	Santiago (6-4)	22,551	65-61
August 23	Royals	9 - 8	Larkin (0-2)	22,616	66-61
August 25	@ Rangers	1 - 0 (11)	Koch (6-3)	35,365	66-62
August 26	@ Rangers	9 - 3	Sikorski (1-2)	39,388	67-62
August 27	@ Rangers	6 - 4	Helling (14-9)	21,896	68-62
August 28	@ Angels	4 - 2	Ortiz (4-5)	17,483	69-62
August 29	@ Angels	9 - 4	Carpenter (9-11)	17,773	69-63
August 30	@ Angels	11 - 2	Wise (3-2)	19,653	70-63
