Name	City	Stadium	First season in first division	First season after most recent promotion
Name	City	Stadium	First season in first division	First season after most recent promotion
Águila	San Miguel	Juan Francisco Barraza	1950/51	1959
Alianza	San Salvador	Estadio Jorge "Mágico" González	1959	1959
Atlético Marte	San Salvador	Cuscatlán	1950	2009
FAS	Santa Ana	Oscar Quiteño	1948/49	1948/49
Firpo	Usulután	Sergio Torres	1942	1973
Isidro Metapán	Metapán	Jorge Calero Suárez	2001 (A)	2001 (A)
Juventud Independiente	San Juan Opico	Complejo Municipal	2008 (A)	2011 (A)
Dragón	San Miguel	Juan Francisco Barraza	2013	2013
Santa Tecla	Santa Tecla	Estadio Las Delicias	2012 (A)	2012 (A)
UES	San Salvador	Estadio Universitario UES	1957/58	2010 (A)
