Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 4	Orlando	W 96–85 (OT)	Andrew Bogut (31)	Andrew Bogut (18)	Brandon Jennings (6)	Bradley Center 16,218	7–12
20	December 6	Miami	L 78–88 (OT)	Corey Maggette (20)	Andrew Bogut (13)	John Salmons (4)	Bradley Center 17,167	7–13
21	December 8	Indiana	W 97–95 (OT)	Brandon Jennings (22)	Andrew Bogut (11)	Brandon Jennings , John Salmons (4)	Bradley Center 12,789	8–13
22	December 10	Houston	W 97–91 (OT)	Andrew Bogut (24)	Andrew Bogut (22)	John Salmons (5)	Bradley Center 14,526	9–13
23	December 13	@ Dallas	W 103–99 (OT)	Brandon Jennings (23)	Andrew Bogut (14)	Brandon Jennings (10)	American Airlines Center 19,720	10–13
24	December 15	@ San Antonio	L 90–92 (OT)	Chris Douglas-Roberts (21)	Drew Gooden (11)	Brandon Jennings (7)	AT&T Center 12,514	10–14
25	December 18	Utah	L 86–95 (OT)	Andrew Bogut (19)	Andrew Bogut (9)	Keyon Dooling (5)	Bradley Center 16,004	10–15
26	December 20	@ Portland	L 80–106 (OT)	John Salmons (23)	Luc Mbah a Moute (7)	Keyon Dooling (5)	Rose Garden 20,406	10–16
27	December 21	@ L.A. Lakers	W 98–79 (OT)	Earl Boykins (22)	Ersan İlyasova (11)	John Salmons (6)	Staples Center 18,997	11–16
28	December 23	@ Sacramento	W 84–79 (OT)	Earl Boykins (19)	Andrew Bogut (13)	John Salmons (6)	ARCO Arena 12,360	12–16
29	December 27	Atlanta	L 80–95 (OT)	John Salmons (18)	Andrew Bogut (11)	Keyon Dooling (9)	Bradley Center 16,751	12–17
