Race Name	Circuit	Date	Winning driver	Constructor	Report
V Cape Grand Prix	Killarney	2 January	Trevor Taylor	Lotus - Climax	Report
IV Brussels Grand Prix	Heysel	1 April	Willy Mairesse	Ferrari	Report
III Lombank Trophy	Snetterton	14 April	Jim Clark	Lotus - Climax	Report
XIV Lavant Cup	Goodwood	23 April	Bruce McLaren	Cooper - Climax	Report
X Glover Trophy	Goodwood	23 April	Graham Hill	BRM	Report
XXII Pau Grand Prix	Pau	23 April	Maurice Trintignant	Lotus - Climax	Report
VII Aintree 200	Aintree	29 April	Jim Clark	Lotus - Climax	Report
XV BRDC International Trophy	Silverstone	12 May	Graham Hill	BRM	Report
XX Naples Grand Prix	Posillipo	20 May	Willy Mairesse	Ferrari	Report
I International 2000 Guineas	Mallory Park	11 June	John Surtees	Lola - Climax	Report
XIII Crystal Palace Trophy	Crystal Palace	11 June	Innes Ireland	Lotus - BRM	Report
III Reims Grand Prix	Reims-Gueux	1 July	Bruce McLaren	Cooper - Climax	Report
XII Solitude Grand Prix	Solitudering	15 July	Dan Gurney	Porsche	Report
VIII Kanonloppet	Karlskoga	12 August	Masten Gregory	Lotus - BRM	Report
I Mediterranean Grand Prix	Enna-Pergusa	19 August	Lorenzo Bandini	Ferrari	Report
III Danish Grand Prix	Roskildering	25–26 August	Jack Brabham	Lotus - Climax	Report
IX Gold Cup	Oulton Park	1 September	Jim Clark	Lotus - Climax	Report
I Mexican Grand Prix	Magdalena Mixhuca	4 November	Jim Clark Trevor Taylor	Lotus - Climax	Report
V Rand Grand Prix	Kyalami	15 December	Jim Clark	Lotus - Climax	Report
II Natal Grand Prix	Westmead	22 December	Trevor Taylor	Lotus - Climax	Report
