Week	Date	Opponent	Result	Attendance
1	September 2, 1979	New York Giants	W 23–17	67,366
2	September 10, 1979	Atlanta Falcons	L 14–10	66,935
3	September 16, 1979	at New Orleans Saints	W 26–14	54,212
4	September 23, 1979	at New York Giants	W 17–13	74,265
5	September 30, 1979	Pittsburgh Steelers	W 17–14	70,352
6	October 7, 1979	Washington Redskins	W 28–17	69,142
7	October 14, 1979	at St. Louis Cardinals	W 24–20	48,367
8	October 21, 1979	at Washington Redskins	L 17–7	54,442
9	October 28, 1979	at Cincinnati Bengals	L 37–13	42,036
10	November 4, 1979	Cleveland Browns	L 24–19	69,019
11	November 12, 1979	at Dallas Cowboys	W 31–21	62,417
12	November 18, 1979	St. Louis Cardinals	W 16–13	70,235
13	November 25, 1979	at Green Bay Packers	W 21–10	50,023
14	December 2, 1979	Detroit Lions	W 44–7	66,128
15	December 8, 1979	Dallas Cowboys	L 24–17	71,434
16	December 16, 1979	at Houston Oilers	W 26–20	49,407
