Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 1	New York	W 116–110 (OT)	Dwight Howard (30)	Dwight Howard (16)	Chris Duhon (5)	Amway Center 19,131	39–22
62	March 3	@ Miami	W 99–96 (OT)	Jason Richardson (24)	Dwight Howard (18)	Jameer Nelson (7)	American Airlines Arena 19,600	40–22
63	March 4	Chicago	L 81–89 (OT)	Dwight Howard (20)	Dwight Howard (10)	Jameer Nelson (6)	Amway Center 19,207	40–23
64	March 7	Portland	L 85–89 (OT)	Jason Richardson (22)	Earl Clark (9)	Jameer Nelson (4)	Amway Center 19,001	40–24
65	March 9	@ Sacramento	W 106–102 (OT)	Jameer Nelson (26)	Dwight Howard (15)	Jameer Nelson (4)	Power Balance Pavilion 12,728	41–24
66	March 11	@ Golden State	L 120–123 (OT)	Jason Richardson (30)	Dwight Howard (21)	Jameer Nelson (8)	Oracle Arena 19,596	41–25
67	March 13	@ Phoenix	W 111–88 (OT)	Dwight Howard (26)	Dwight Howard (15)	Chris Duhon (4)	US Airways Center 18,091	42–25
68	March 14	@ L.A. Lakers	L 84–97 (OT)	Dwight Howard (22)	Dwight Howard (15)	Jameer Nelson (8)	Staples Center 18,997	42–26
69	March 16	@ Milwaukee	W 93–89 (OT)	Dwight Howard (31)	Dwight Howard (22)	Hedo Türkoğlu (5)	Bradley Center 13,831	43–26
70	March 18	Denver	W 85–82 (OT)	Dwight Howard (16)	Dwight Howard (18)	Hedo Türkoğlu (8)	Amway Center 19,113	44–26
71	March 21	@ Cleveland	W 97–86 (OT)	Dwight Howard (28)	Dwight Howard (18)	Hedo Türkoğlu (9)	Quicken Loans Arena 19,343	45–26
72	March 23	@ New York	W 111–99 (OT)	Dwight Howard (33)	Dwight Howard , Hedo Türkoğlu (11)	Jameer Nelson , Hedo Türkoğlu (4)	Madison Square Garden 19,763	46–26
73	March 25	New Jersey	W 95–85 (OT)	Dwight Howard (21)	Dwight Howard (14)	Hedo Türkoğlu (13)	Amway Center 19,087	47–26
74	March 28	@ New York	L 106–113 (OT)	Dwight Howard (29)	Dwight Howard (18)	Gilbert Arenas (5)	Madison Square Garden 19,763	47–27
