Place	Player	Country	Score	To par
1	Tom Watson	United States	68	–3
T2	Ernie Els	South Africa	69	–2
T2	Hale Irwin	United States	69	–2
T2	Jack Nicklaus	United States	69	–2
T2	Frank Nobilo	New Zealand	69	–2
T6	Masashi Ozaki	Japan	70	–1
T6	Curtis Strange	United States	70	–1
T6	Kirk Triplett	United States	70	–1
T6	Scott Verplank	United States	70	–1
T10	Mark Calcavecchia	United States	71	E
T10	Ben Crenshaw	United States	71	E
T10	Clark Dennis	United States	71	E
T10	Bradley Hughes	Australia	71	E
T10	Steve Lowery	United States	71	E
T10	Jeff Maggert	United States	71	E
T10	Hajime Meshiai	Japan	71	E
T10	Colin Montgomerie	Scotland	71	E
T10	Greg Norman	Australia	71	E
T10	Dave Rummells	United States	71	E
T10	Jim Thorpe	United States	71	E
T10	Don Walsworth	United States	71	E
T10	Mark Wurtz	United States	71	E
