Driver	Constructor	Laps	Time/Retired	Grid
Ayrton Senna	McLaren - Ford	53	1:40:27.912	2
Alain Prost	Williams - Renault	53	+11.435	1
Mika Häkkinen	McLaren - Ford	53	+26.129	3
Damon Hill	Williams - Renault	53	+1:23.538	6
Rubens Barrichello	Jordan - Hart	53	+1:35.101	12
Eddie Irvine	Jordan - Hart	53	+1:46.421	8
Mark Blundell	Ligier - Renault	52	+1 Lap	17
JJ Lehto	Sauber	52	+1 Lap	11
Martin Brundle	Ligier - Renault	51	+2 Laps	15
Pierluigi Martini	Minardi - Ford	51	+2 Laps	22
Johnny Herbert	Lotus - Ford	51	+2 Laps	19
Toshio Suzuki	Larrousse - Lamborghini	51	+2 Laps	23
Pedro Lamy	Lotus - Ford	49	Accident	20
Derek Warwick	Footwork - Mugen-Honda	48	Collision	7
Riccardo Patrese	Benetton - Ford	45	Accident	10
Gerhard Berger	Ferrari	40	Engine	5
Aguri Suzuki	Footwork - Mugen-Honda	28	Spun off	9
Jean-Marc Gounon	Minardi - Ford	26	Withdrew	24
Ukyo Katayama	Tyrrell - Yamaha	26	Engine	13
Karl Wendlinger	Sauber	25	Engine	16
Érik Comas	Larrousse - Lamborghini	17	Engine	21
Michael Schumacher	Benetton - Ford	10	Collision	4
Jean Alesi	Ferrari	7	Engine	14
Andrea de Cesaris	Tyrrell - Yamaha	0	Collision	18
